protein_id	protein_name	species_code	species_name	current_family	CPAP1_score	CPAP1_evalue	CPAP3_score	CPAP3_evalue	delta_CPAP1_minus_CPAP3	higher_score_prediction
Aga_CPR6	CPR6	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR60	CPR60	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR61	CPR61	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR62	CPR62	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR63	CPR63	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR64	CPR64	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR65	CPR65	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR66	CPR66	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR67	CPR67	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR68	CPR68	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR69	CPR69	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR7	CPR7	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR70	CPR70	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR71	CPR71	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR72	CPR72	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR73	CPR73	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR74	CPR74	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR75	CPR75	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR76	CPR76	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR77	CPR77	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR78	CPR78	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR79	CPR79	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR8	CPR8	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR80	CPR80	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR81	CPR81	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR82	CPR82	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR83	CPR83	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR84	CPR84	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR85	CPR85	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR86	CPR86	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR87	CPR87	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR88	CPR88	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR89	CPR89	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR9	CPR9	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR90	CPR90	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR91	CPR91	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR92	CPR92	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR93	CPR93	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR94	CPR94	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR95	CPR95	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR96	CPR96	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR97	CPR97	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR98	CPR98	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR99	CPR99	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPTC1	CPTC1	Aga	Anopheles gambiae	NULL	0.0	None	0.0	None	0.0	no_hit
Aga_CPTC2	CPTC2	Aga	Anopheles gambiae	NULL	0.0	None	0.0	None	0.0	no_hit
Aga_CPTC3	CPTC3	Aga	Anopheles gambiae	NULL	0.0	None	0.0	None	0.0	no_hit
Aga_CPTC4	CPTC4	Aga	Anopheles gambiae	NULL	0.0	None	0.0	None	0.0	no_hit
Aga_P000989-PA	P000989-PA	Aga	Anopheles gambiae	NULL	68.6	6.8e-20	294.6	8e-89	-226.0	CPAP3
Aga_TWDL1	TWDL1	Aga	Anopheles gambiae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Aga_TWDL10	TWDL10	Aga	Anopheles gambiae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Aga_TWDL11	TWDL11	Aga	Anopheles gambiae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Aga_TWDL12	TWDL12	Aga	Anopheles gambiae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Aga_TWDL2	TWDL2	Aga	Anopheles gambiae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Aga_TWDL3	TWDL3	Aga	Anopheles gambiae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Aga_TWDL4	TWDL4	Aga	Anopheles gambiae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Aga_TWDL5	TWDL5	Aga	Anopheles gambiae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Aga_TWDL6	TWDL6	Aga	Anopheles gambiae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Aga_TWDL7	TWDL7	Aga	Anopheles gambiae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Aga_TWDL8	TWDL8	Aga	Anopheles gambiae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Aga_TWDL9	TWDL9	Aga	Anopheles gambiae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Ago_SgAbd2-like	SgAbd2-like	Ago	Aphis gossypii	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aip_Y-y	Y-y	Aip	Agrotis ipsilon	Yellow	0.0	None	0.0	None	0.0	no_hit
Ame_CPR14	CPR14	Ame	Apis mellifera	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Ame_Lac2	Lac2	Ame	Apis mellifera	Muticopper oxidase / Phenol oxidase	0.0	None	0.0	None	0.0	no_hit
Ame_Twdl1	Twdl1	Ame	Apis mellifera	Tweedle	0.0	None	0.0	None	0.0	no_hit
Ame_Twdl2	Twdl2	Ame	Apis mellifera	Tweedle	0.0	None	0.0	None	0.0	no_hit
Api_CP62	CP62	Api	Acyrthosiphon pisum	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Api_CP7	CP7	Api	Acyrthosiphon pisum	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Api_Stylin-01	Stylin-01	Api	Acyrthosiphon pisum	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Asi_CPF1	CPF1	Asi	Anopheles sinensis	CPF	0.0	None	0.0	None	0.0	no_hit
Asi_Lac2	Lac2	Asi	Anopheles sinensis	Muticopper oxidase / Phenol oxidase	0.0	None	0.0	None	0.0	no_hit
Bdo_CPAP3-A1	CPAP3-A1	Bdo	Bactrocera dorsalis	CPAP3	63.1	3.3e-18	294.6	8.2e-89	-231.5	CPAP3
Bdo_CPAP3-B	CPAP3-B	Bdo	Bactrocera dorsalis	CPAP3	80.0	2.3e-23	292.5	3.7e-88	-212.5	CPAP3
Bdo_CPAP3-D2	CPAP3-D2	Bdo	Bactrocera dorsalis	CPAP3	19.1	8.4e-05	228.1	1.5e-68	-209.0	CPAP3
Bdo_CPAP3-E	CPAP3-E	Bdo	Bactrocera dorsalis	CPAP3	58.1	1.1e-16	261.2	1.2e-78	-203.1	CPAP3
Bdo_CPAP3-E2	CPAP3-E2	Bdo	Bactrocera dorsalis	CPAP3	46.0	5.4e-13	257.4	1.8e-77	-211.4	CPAP3
Bdo_CPCFC	CPCFC	Bdo	Bactrocera dorsalis	CPCFC	0.0	None	0.0	None	0.0	no_hit
Bge_CPLCP1	CPLCP1	Bge	Blattella germanica	CPLCP	0.0	None	0.0	None	0.0	no_hit
Bge_Y-y	Y-y	Bge	Blattella germanica	Yellow	0.0	None	0.0	None	0.0	no_hit
Bmo_ASSCP1	ASSCP1	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_ASSCP2	ASSCP2	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP1-A	CPAP1-A	Bmo	Bombyx mori	CPAP1	167.0	6.4e-50	25.9	7.3e-07	141.1	CPAP1
Bmo_CPAP1-B	CPAP1-B	Bmo	Bombyx mori	CPAP1	165.6	1.8e-49	23.7	3.3e-06	141.9	CPAP1
Bmo_CPAP1-B2	CPAP1-B2	Bmo	Bombyx mori	CPAP1	166.2	1.2e-49	20.8	2.6e-05	145.4	CPAP1
Bmo_CPAP1-C	CPAP1-C	Bmo	Bombyx mori	CPAP1	158.1	3.5e-47	0.0	None	158.1	CPAP1
Bmo_CPAP1-D	CPAP1-D	Bmo	Bombyx mori	CPAP1	97.6	9.7e-29	23.6	3.6e-06	74.0	CPAP1
Bmo_CPAP1-F	CPAP1-F	Bmo	Bombyx mori	CPAP1	142.1	2.6e-42	21.0	2.3e-05	121.1	CPAP1
Bmo_CPAP1-G	CPAP1-G	Bmo	Bombyx mori	CPAP1	108.5	4.6e-32	25.6	8.7e-07	82.9	CPAP1
Bmo_CPAP1-H	CPAP1-H	Bmo	Bombyx mori	CPAP1	71.5	9.2e-21	21.9	1.2e-05	49.6	CPAP1
Bmo_CPAP1-I	CPAP1-I	Bmo	Bombyx mori	CPAP1	51.5	1.2e-14	0.0	None	51.5	CPAP1
Bmo_CPAP1-J	CPAP1-J	Bmo	Bombyx mori	CPAP1	116.0	2.3e-34	26.1	6.4e-07	89.9	CPAP1
Bmo_CPAP1-K	CPAP1-K	Bmo	Bombyx mori	CPAP1	121.9	3.7e-36	14.7	0.002	107.2	CPAP1
Bmo_CPAP1-L	CPAP1-L	Bmo	Bombyx mori	CPAP1	153.1	1.2e-45	28.4	1.3e-07	124.7	CPAP1
Bmo_CPAP1-M	CPAP1-M	Bmo	Bombyx mori	CPAP1	116.1	2.2e-34	23.4	4.1e-06	92.7	CPAP1
Bmo_CPAP1-N	CPAP1-N	Bmo	Bombyx mori	CPAP1	123.6	1.2e-36	25.5	9.6e-07	98.1	CPAP1
Bmo_CPAP1-O	CPAP1-O	Bmo	Bombyx mori	CPAP1	123.9	9.2e-37	23.0	5.7e-06	100.9	CPAP1
Bmo_CPAP3-A1	CPAP3-A1	Bmo	Bombyx mori	CPAP3	59.8	3.3e-17	301.6	6e-91	-241.8	CPAP3
Bmo_CPAP3-A2	CPAP3-A2	Bmo	Bombyx mori	CPAP3	79.8	2.6e-23	282.7	3.6e-85	-202.9	CPAP3
Bmo_CPAP3-B	CPAP3-B	Bmo	Bombyx mori	CPAP3	76.3	3e-22	279.6	3e-84	-203.3	CPAP3
Bmo_CPAP3-C	CPAP3-C	Bmo	Bombyx mori	CPAP3	50.5	2.2e-14	286.7	2.1e-86	-236.2	CPAP3
Bmo_CPAP3-D1	CPAP3-D1	Bmo	Bombyx mori	CPAP3	22.0	1.2e-05	258.2	1e-77	-236.2	CPAP3
Bmo_CPAP3-D2	CPAP3-D2	Bmo	Bombyx mori	CPAP3	20.2	4.1e-05	227.1	3.1e-68	-206.9	CPAP3
Bmo_CPAP3-E	CPAP3-E	Bmo	Bombyx mori	CPAP3	37.3	2.4e-10	257.1	2.3e-77	-219.8	CPAP3
Bmo_CPAP3-E2	CPAP3-E2	Bmo	Bombyx mori	CPAP3	39.1	7.1e-11	231.7	1.2e-69	-192.6	CPAP3
Bmo_CPAP3-E4	CPAP3-E4	Bmo	Bombyx mori	CPAP3	0.0	None	225.0	1.4e-67	-225.0	CPAP3
Bmo_CPF	CPF	Bmo	Bombyx mori	CPF	0.0	None	0.0	None	0.0	no_hit
Bmo_CPFL1	CPFL1	Bmo	Bombyx mori	CPFL	0.0	None	0.0	None	0.0	no_hit
Bmo_CPFL2	CPFL2	Bmo	Bombyx mori	CPFL	0.0	None	0.0	None	0.0	no_hit
Bmo_CPFL3	CPFL3	Bmo	Bombyx mori	CPFL	0.0	None	0.0	None	0.0	no_hit
Bmo_CPFL4	CPFL4	Bmo	Bombyx mori	CPFL	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG1	CPG1	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG10	CPG10	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG11	CPG11	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG12	CPG12	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG13	CPG13	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG14	CPG14	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG15	CPG15	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG16	CPG16	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG17	CPG17	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG18	CPG18	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG19	CPG19	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG2	CPG2	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG20	CPG20	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG21	CPG21	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG22	CPG22	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG23	CPG23	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG24	CPG24	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG25	CPG25	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG26	CPG26	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG27	CPG27	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG28	CPG28	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG3	CPG3	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG30	CPG30	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG31	CPG31	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG32	CPG32	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG33	CPG33	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG34	CPG34	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG35	CPG35	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG36	CPG36	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG37	CPG37	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG38	CPG38	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG39	CPG39	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG4	CPG4	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG40	CPG40	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG41	CPG41	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG42	CPG42	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG43	CPG43	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG44	CPG44	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG45	CPG45	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG46	CPG46	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG47	CPG47	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG48	CPG48	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG49	CPG49	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG5	CPG5	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG50	CPG50	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG6	CPG6	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG7	CPG7	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG8	CPG8	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG9	CPG9	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH1	CPH1	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH10	CPH10	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH11	CPH11	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH12	CPH12	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH13	CPH13	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH14	CPH14	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH15	CPH15	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH16	CPH16	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH17	CPH17	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH18	CPH18	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH19	CPH19	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH2	CPH2	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH20	CPH20	Bmo	Bombyx mori	NULL	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH21	CPH21	Bmo	Bombyx mori	NULL	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH22	CPH22	Bmo	Bombyx mori	NULL	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH23	CPH23	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH24	CPH24	Bmo	Bombyx mori	low complexity	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH25	CPH25	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH26	CPH26	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH27	CPH27	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH28	CPH28	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH29	CPH29	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH3	CPH3	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH30	CPH30	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH32	CPH32	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH33	CPH33	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH34	CPH34	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH35	CPH35	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH36	CPH36	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH37	CPH37	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH38	CPH38	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH39	CPH39	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH4	CPH4	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH40	CPH40	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH41	CPH41	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH42	CPH42	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH43	CPH43	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH44	CPH44	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH45	CPH45	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH46	CPH46	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH47	CPH47	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH5	CPH5	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH6	CPH6	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH7	CPH7	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH8	CPH8	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH9	CPH9	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR1	CPR1	Bmo	Bombyx mori	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR10	CPR10	Bmo	Bombyx mori	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR100	CPR100	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR101	CPR101	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR102	CPR102	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR103	CPR103	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR104	CPR104	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR105	CPR105	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR106	CPR106	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR107	CPR107	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR108	CPR108	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR109	CPR109	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR11	CPR11	Bmo	Bombyx mori	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR110	CPR110	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR111	CPR111	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR112	CPR112	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR113	CPR113	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR114	CPR114	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR115	CPR115	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR116	CPR116	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR117	CPR117	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR118	CPR118	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR119	CPR119	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR12	CPR12	Bmo	Bombyx mori	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR120	CPR120	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR121	CPR121	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR122	CPR122	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR123	CPR123	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR124	CPR124	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR125	CPR125	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR126	CPR126	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR127	CPR127	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR128	CPR128	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR129	CPR129	Bmo	Bombyx mori	His-rich CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR13	CPR13	Bmo	Bombyx mori	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR130	CPR130	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
