protein_id	protein_name	species_code	species_name	current_family	CPG_score	CPG_evalue	CPH_score	CPH_evalue	delta_CPG_minus_CPH	higher_score_prediction
Aga_CPR60	CPR60	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR61	CPR61	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR62	CPR62	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR63	CPR63	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR64	CPR64	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR65	CPR65	Aga	Anopheles gambiae	CPR RR-1	20.8	5.2e-05	0.0	None	20.8	CPG
Aga_CPR66	CPR66	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR67	CPR67	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR68	CPR68	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR69	CPR69	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR7	CPR7	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR70	CPR70	Aga	Anopheles gambiae	CPR RR-2	0.0	None	15.9	0.0019	-15.9	CPH
Aga_CPR71	CPR71	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR72	CPR72	Aga	Anopheles gambiae	CPR RR-2	20.7	5.4e-05	0.0	None	20.7	CPG
Aga_CPR73	CPR73	Aga	Anopheles gambiae	CPR RR-1	0.0	None	14.0	0.0073	-14.0	CPH
Aga_CPR74	CPR74	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR75	CPR75	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR76	CPR76	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR77	CPR77	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR78	CPR78	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR79	CPR79	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR8	CPR8	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR80	CPR80	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR81	CPR81	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR82	CPR82	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR83	CPR83	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR84	CPR84	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR85	CPR85	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR86	CPR86	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR87	CPR87	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR88	CPR88	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR89	CPR89	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR9	CPR9	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Aga_CPR90	CPR90	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR91	CPR91	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR92	CPR92	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR93	CPR93	Aga	Anopheles gambiae	CPR RR-2	0.0	None	3.8	9.4	-3.8	CPH
Aga_CPR94	CPR94	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR95	CPR95	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR96	CPR96	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR97	CPR97	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Aga_CPR98	CPR98	Aga	Anopheles gambiae	CPR RR-2	0.0	None	10.2	0.1	-10.2	CPH
Aga_CPR99	CPR99	Aga	Anopheles gambiae	CPR RR-2	0.0	None	3.9	9.2	-3.9	CPH
Aga_CPTC1	CPTC1	Aga	Anopheles gambiae	NULL	0.0	None	0.0	None	0.0	no_hit
Aga_CPTC2	CPTC2	Aga	Anopheles gambiae	NULL	0.0	None	0.0	None	0.0	no_hit
Aga_CPTC3	CPTC3	Aga	Anopheles gambiae	NULL	0.0	None	0.0	None	0.0	no_hit
Aga_CPTC4	CPTC4	Aga	Anopheles gambiae	NULL	0.0	None	0.0	None	0.0	no_hit
Aga_P000989-PA	P000989-PA	Aga	Anopheles gambiae	NULL	0.0	None	0.0	None	0.0	no_hit
Aga_TWDL1	TWDL1	Aga	Anopheles gambiae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Aga_TWDL10	TWDL10	Aga	Anopheles gambiae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Aga_TWDL11	TWDL11	Aga	Anopheles gambiae	Tweedle	0.0	None	19.9	0.00011	-19.9	CPH
Aga_TWDL12	TWDL12	Aga	Anopheles gambiae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Aga_TWDL2	TWDL2	Aga	Anopheles gambiae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Aga_TWDL3	TWDL3	Aga	Anopheles gambiae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Aga_TWDL4	TWDL4	Aga	Anopheles gambiae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Aga_TWDL5	TWDL5	Aga	Anopheles gambiae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Aga_TWDL6	TWDL6	Aga	Anopheles gambiae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Aga_TWDL7	TWDL7	Aga	Anopheles gambiae	Tweedle	11.7	0.031	0.0	None	11.7	CPG
Aga_TWDL8	TWDL8	Aga	Anopheles gambiae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Aga_TWDL9	TWDL9	Aga	Anopheles gambiae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Ago_SgAbd2-like	SgAbd2-like	Ago	Aphis gossypii	CPR RR-1	15.6	0.002	19.1	0.0002	-3.5	CPH
Aip_Y-y	Y-y	Aip	Agrotis ipsilon	Yellow	0.0	None	0.0	None	0.0	no_hit
Ame_CPR14	CPR14	Ame	Apis mellifera	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Ame_Lac2	Lac2	Ame	Apis mellifera	Muticopper oxidase / Phenol oxidase	0.0	None	0.0	None	0.0	no_hit
Ame_Twdl1	Twdl1	Ame	Apis mellifera	Tweedle	0.0	None	0.0	None	0.0	no_hit
Ame_Twdl2	Twdl2	Ame	Apis mellifera	Tweedle	0.0	None	0.0	None	0.0	no_hit
Api_CP62	CP62	Api	Acyrthosiphon pisum	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Api_CP7	CP7	Api	Acyrthosiphon pisum	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Api_Stylin-01	Stylin-01	Api	Acyrthosiphon pisum	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Asi_CPF1	CPF1	Asi	Anopheles sinensis	CPF	0.0	None	0.0	None	0.0	no_hit
Asi_Lac2	Lac2	Asi	Anopheles sinensis	Muticopper oxidase / Phenol oxidase	0.0	None	0.0	None	0.0	no_hit
Bdo_CPAP3-A1	CPAP3-A1	Bdo	Bactrocera dorsalis	CPAP3	0.0	None	0.0	None	0.0	no_hit
Bdo_CPAP3-B	CPAP3-B	Bdo	Bactrocera dorsalis	CPAP3	0.0	None	0.0	None	0.0	no_hit
Bdo_CPAP3-D2	CPAP3-D2	Bdo	Bactrocera dorsalis	CPAP3	0.0	None	0.0	None	0.0	no_hit
Bdo_CPAP3-E	CPAP3-E	Bdo	Bactrocera dorsalis	CPAP3	0.0	None	0.0	None	0.0	no_hit
Bdo_CPAP3-E2	CPAP3-E2	Bdo	Bactrocera dorsalis	CPAP3	0.0	None	0.0	None	0.0	no_hit
Bdo_CPCFC	CPCFC	Bdo	Bactrocera dorsalis	CPCFC	0.0	None	0.0	None	0.0	no_hit
Bge_CPLCP1	CPLCP1	Bge	Blattella germanica	CPLCP	0.0	None	0.0	None	0.0	no_hit
Bge_Y-y	Y-y	Bge	Blattella germanica	Yellow	0.0	None	0.0	None	0.0	no_hit
Bmo_ASSCP1	ASSCP1	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_ASSCP2	ASSCP2	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP1-A	CPAP1-A	Bmo	Bombyx mori	CPAP1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP1-B	CPAP1-B	Bmo	Bombyx mori	CPAP1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP1-B2	CPAP1-B2	Bmo	Bombyx mori	CPAP1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP1-C	CPAP1-C	Bmo	Bombyx mori	CPAP1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP1-D	CPAP1-D	Bmo	Bombyx mori	CPAP1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP1-F	CPAP1-F	Bmo	Bombyx mori	CPAP1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP1-G	CPAP1-G	Bmo	Bombyx mori	CPAP1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP1-H	CPAP1-H	Bmo	Bombyx mori	CPAP1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP1-I	CPAP1-I	Bmo	Bombyx mori	CPAP1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP1-J	CPAP1-J	Bmo	Bombyx mori	CPAP1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP1-K	CPAP1-K	Bmo	Bombyx mori	CPAP1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP1-L	CPAP1-L	Bmo	Bombyx mori	CPAP1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP1-M	CPAP1-M	Bmo	Bombyx mori	CPAP1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP1-N	CPAP1-N	Bmo	Bombyx mori	CPAP1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP1-O	CPAP1-O	Bmo	Bombyx mori	CPAP1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP3-A1	CPAP3-A1	Bmo	Bombyx mori	CPAP3	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP3-A2	CPAP3-A2	Bmo	Bombyx mori	CPAP3	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP3-B	CPAP3-B	Bmo	Bombyx mori	CPAP3	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP3-C	CPAP3-C	Bmo	Bombyx mori	CPAP3	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP3-D1	CPAP3-D1	Bmo	Bombyx mori	CPAP3	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP3-D2	CPAP3-D2	Bmo	Bombyx mori	CPAP3	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP3-E	CPAP3-E	Bmo	Bombyx mori	CPAP3	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP3-E2	CPAP3-E2	Bmo	Bombyx mori	CPAP3	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP3-E4	CPAP3-E4	Bmo	Bombyx mori	CPAP3	0.0	None	0.0	None	0.0	no_hit
Bmo_CPF	CPF	Bmo	Bombyx mori	CPF	0.0	None	0.0	None	0.0	no_hit
Bmo_CPFL1	CPFL1	Bmo	Bombyx mori	CPFL	11.1	0.048	51.8	1.9e-14	-40.7	CPH
Bmo_CPFL2	CPFL2	Bmo	Bombyx mori	CPFL	0.0	None	0.0	None	0.0	no_hit
Bmo_CPFL3	CPFL3	Bmo	Bombyx mori	CPFL	0.0	None	0.0	None	0.0	no_hit
Bmo_CPFL4	CPFL4	Bmo	Bombyx mori	CPFL	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG1	CPG1	Bmo	Bombyx mori	CPG	38.8	1.6e-10	10.0	0.12	28.8	CPG
Bmo_CPG10	CPG10	Bmo	Bombyx mori	CPG	50.2	5.1e-14	0.0	None	50.2	CPG
Bmo_CPG11	CPG11	Bmo	Bombyx mori	CPG	20.1	8.2e-05	0.0	None	20.1	CPG
Bmo_CPG12	CPG12	Bmo	Bombyx mori	CPG	44.9	2e-12	0.0	None	44.9	CPG
Bmo_CPG13	CPG13	Bmo	Bombyx mori	CPG	34.2	4.1e-09	0.0	None	34.2	CPG
Bmo_CPG14	CPG14	Bmo	Bombyx mori	CPG	35.7	1.4e-09	0.0	None	35.7	CPG
Bmo_CPG15	CPG15	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG16	CPG16	Bmo	Bombyx mori	CPG	40.1	6.3e-11	0.0	None	40.1	CPG
Bmo_CPG17	CPG17	Bmo	Bombyx mori	CPG	22.8	1.2e-05	0.0	None	22.8	CPG
Bmo_CPG18	CPG18	Bmo	Bombyx mori	CPG	25.6	1.7e-06	0.0	None	25.6	CPG
Bmo_CPG19	CPG19	Bmo	Bombyx mori	CPG	66.2	6.2e-19	0.0	None	66.2	CPG
Bmo_CPG2	CPG2	Bmo	Bombyx mori	CPG	29.4	1.2e-07	12.0	0.03	17.4	CPG
Bmo_CPG20	CPG20	Bmo	Bombyx mori	CPG	21.8	2.6e-05	0.0	None	21.8	CPG
Bmo_CPG21	CPG21	Bmo	Bombyx mori	CPG	52.7	8.6e-15	0.0	None	52.7	CPG
Bmo_CPG22	CPG22	Bmo	Bombyx mori	CPG	20.0	8.7e-05	0.0	None	20.0	CPG
Bmo_CPG23	CPG23	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG24	CPG24	Bmo	Bombyx mori	CPG	59.5	6.9e-17	0.0	None	59.5	CPG
Bmo_CPG25	CPG25	Bmo	Bombyx mori	CPG	56.8	4.8e-16	12.6	0.019	44.2	CPG
Bmo_CPG26	CPG26	Bmo	Bombyx mori	CPG	36.8	6.6e-10	0.0	None	36.8	CPG
Bmo_CPG27	CPG27	Bmo	Bombyx mori	CPG	58.7	1.2e-16	0.0	None	58.7	CPG
Bmo_CPG28	CPG28	Bmo	Bombyx mori	CPG	60.3	4.1e-17	0.0	None	60.3	CPG
Bmo_CPG3	CPG3	Bmo	Bombyx mori	CPG	52.6	9.5e-15	7.8	0.56	44.8	CPG
Bmo_CPG30	CPG30	Bmo	Bombyx mori	CPG	72.8	6e-21	0.0	None	72.8	CPG
Bmo_CPG31	CPG31	Bmo	Bombyx mori	CPG	50.3	4.8e-14	0.0	None	50.3	CPG
Bmo_CPG32	CPG32	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG33	CPG33	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG34	CPG34	Bmo	Bombyx mori	CPG	16.8	0.00088	0.0	None	16.8	CPG
Bmo_CPG35	CPG35	Bmo	Bombyx mori	CPG	18.3	0.0003	0.0	None	18.3	CPG
Bmo_CPG36	CPG36	Bmo	Bombyx mori	CPG	34.1	4.4e-09	0.0	None	34.1	CPG
Bmo_CPG37	CPG37	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG38	CPG38	Bmo	Bombyx mori	CPG	37.6	3.7e-10	0.0	None	37.6	CPG
Bmo_CPG39	CPG39	Bmo	Bombyx mori	CPG	3.7	8.8	0.0	None	3.7	CPG
Bmo_CPG4	CPG4	Bmo	Bombyx mori	CPG	52.9	7.4e-15	10.6	0.078	42.3	CPG
Bmo_CPG40	CPG40	Bmo	Bombyx mori	CPG	37.5	3.9e-10	0.0	None	37.5	CPG
Bmo_CPG41	CPG41	Bmo	Bombyx mori	CPG	25.7	1.6e-06	7.8	0.59	17.9	CPG
Bmo_CPG42	CPG42	Bmo	Bombyx mori	CPG	83.5	3.1e-24	0.0	None	83.5	CPG
Bmo_CPG43	CPG43	Bmo	Bombyx mori	CPG	23.4	8.3e-06	17.7	0.00054	5.7	CPG
Bmo_CPG44	CPG44	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG45	CPG45	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG46	CPG46	Bmo	Bombyx mori	CPG	44.1	3.6e-12	23.4	9.4e-06	20.7	CPG
Bmo_CPG47	CPG47	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG48	CPG48	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG49	CPG49	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG5	CPG5	Bmo	Bombyx mori	CPG	23.0	1.1e-05	0.0	None	23.0	CPG
Bmo_CPG50	CPG50	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG6	CPG6	Bmo	Bombyx mori	CPG	26.1	1.2e-06	0.0	None	26.1	CPG
Bmo_CPG7	CPG7	Bmo	Bombyx mori	CPG	50.4	4.4e-14	0.0	None	50.4	CPG
Bmo_CPG8	CPG8	Bmo	Bombyx mori	CPG	44.3	3.1e-12	0.0	None	44.3	CPG
Bmo_CPG9	CPG9	Bmo	Bombyx mori	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH1	CPH1	Bmo	Bombyx mori	CPH	0.0	None	7.0	1.0	-7.0	CPH
Bmo_CPH10	CPH10	Bmo	Bombyx mori	CPH	0.0	None	61.1	2.7e-17	-61.1	CPH
Bmo_CPH11	CPH11	Bmo	Bombyx mori	CPH	0.0	None	58.0	2.5e-16	-58.0	CPH
Bmo_CPH12	CPH12	Bmo	Bombyx mori	CPH	0.0	None	48.1	2.6e-13	-48.1	CPH
Bmo_CPH13	CPH13	Bmo	Bombyx mori	CPH	0.0	None	48.8	1.6e-13	-48.8	CPH
Bmo_CPH14	CPH14	Bmo	Bombyx mori	CPH	0.0	None	80.5	3e-23	-80.5	CPH
Bmo_CPH15	CPH15	Bmo	Bombyx mori	CPH	0.0	None	78.8	1e-22	-78.8	CPH
Bmo_CPH16	CPH16	Bmo	Bombyx mori	CPH	0.0	None	57.0	4.8e-16	-57.0	CPH
Bmo_CPH17	CPH17	Bmo	Bombyx mori	CPH	0.0	None	24.3	4.9e-06	-24.3	CPH
Bmo_CPH18	CPH18	Bmo	Bombyx mori	CPH	0.0	None	11.3	0.048	-11.3	CPH
Bmo_CPH19	CPH19	Bmo	Bombyx mori	CPH	0.0	None	35.9	1.4e-09	-35.9	CPH
Bmo_CPH2	CPH2	Bmo	Bombyx mori	CPH	0.0	None	62.4	1.1e-17	-62.4	CPH
Bmo_CPH20	CPH20	Bmo	Bombyx mori	NULL	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH21	CPH21	Bmo	Bombyx mori	NULL	0.0	None	14.6	0.0048	-14.6	CPH
Bmo_CPH22	CPH22	Bmo	Bombyx mori	NULL	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH23	CPH23	Bmo	Bombyx mori	CPH	0.0	None	14.3	0.0059	-14.3	CPH
Bmo_CPH24	CPH24	Bmo	Bombyx mori	low complexity	0.0	None	27.8	4.4e-07	-27.8	CPH
Bmo_CPH25	CPH25	Bmo	Bombyx mori	CPH	0.0	None	30.7	5.6e-08	-30.7	CPH
Bmo_CPH26	CPH26	Bmo	Bombyx mori	CPH	0.0	None	32.8	1.2e-08	-32.8	CPH
Bmo_CPH27	CPH27	Bmo	Bombyx mori	CPH	0.0	None	12.7	0.018	-12.7	CPH
Bmo_CPH28	CPH28	Bmo	Bombyx mori	CPH	0.0	None	72.0	1.2e-20	-72.0	CPH
Bmo_CPH29	CPH29	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH3	CPH3	Bmo	Bombyx mori	CPH	0.0	None	39.3	1.3e-10	-39.3	CPH
Bmo_CPH30	CPH30	Bmo	Bombyx mori	CPH	0.0	None	51.3	2.6e-14	-51.3	CPH
Bmo_CPH32	CPH32	Bmo	Bombyx mori	CPH	27.5	4.4e-07	14.8	0.004	12.7	CPG
Bmo_CPH33	CPH33	Bmo	Bombyx mori	CPH	0.0	None	18.2	0.00038	-18.2	CPH
Bmo_CPH34	CPH34	Bmo	Bombyx mori	CPH	0.0	None	28.6	2.5e-07	-28.6	CPH
Bmo_CPH35	CPH35	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH36	CPH36	Bmo	Bombyx mori	CPH	0.0	None	30.0	9e-08	-30.0	CPH
Bmo_CPH37	CPH37	Bmo	Bombyx mori	CPH	0.0	None	44.8	2.7e-12	-44.8	CPH
Bmo_CPH38	CPH38	Bmo	Bombyx mori	CPH	0.0	None	42.9	1e-11	-42.9	CPH
Bmo_CPH39	CPH39	Bmo	Bombyx mori	CPH	0.0	None	52.9	8.5e-15	-52.9	CPH
Bmo_CPH4	CPH4	Bmo	Bombyx mori	CPH	0.0	None	33.7	6.7e-09	-33.7	CPH
Bmo_CPH40	CPH40	Bmo	Bombyx mori	CPH	0.0	None	37.7	4e-10	-37.7	CPH
Bmo_CPH41	CPH41	Bmo	Bombyx mori	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH42	CPH42	Bmo	Bombyx mori	CPH	13.9	0.0065	24.8	3.5e-06	-10.9	CPH
Bmo_CPH43	CPH43	Bmo	Bombyx mori	CPH	0.0	None	10.5	0.085	-10.5	CPH
Bmo_CPH44	CPH44	Bmo	Bombyx mori	CPH	0.0	None	10.5	0.085	-10.5	CPH
Bmo_CPH45	CPH45	Bmo	Bombyx mori	CPH	0.0	None	10.5	0.085	-10.5	CPH
Bmo_CPH46	CPH46	Bmo	Bombyx mori	CPH	0.0	None	10.5	0.085	-10.5	CPH
Bmo_CPH47	CPH47	Bmo	Bombyx mori	CPH	0.0	None	31.2	3.9e-08	-31.2	CPH
Bmo_CPH5	CPH5	Bmo	Bombyx mori	CPH	0.0	None	18.1	0.00039	-18.1	CPH
Bmo_CPH6	CPH6	Bmo	Bombyx mori	CPH	0.0	None	47.5	3.8e-13	-47.5	CPH
Bmo_CPH7	CPH7	Bmo	Bombyx mori	CPH	0.0	None	55.5	1.4e-15	-55.5	CPH
Bmo_CPH8	CPH8	Bmo	Bombyx mori	CPH	0.0	None	56.9	5.1e-16	-56.9	CPH
Bmo_CPH9	CPH9	Bmo	Bombyx mori	CPH	0.0	None	74.1	2.8e-21	-74.1	CPH
Bmo_CPR1	CPR1	Bmo	Bombyx mori	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR10	CPR10	Bmo	Bombyx mori	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR100	CPR100	Bmo	Bombyx mori	CPR RR-2	0.0	None	9.1	0.23	-9.1	CPH
Bmo_CPR101	CPR101	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR102	CPR102	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR103	CPR103	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR104	CPR104	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR105	CPR105	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR106	CPR106	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR107	CPR107	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR108	CPR108	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR109	CPR109	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR11	CPR11	Bmo	Bombyx mori	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR110	CPR110	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR111	CPR111	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR112	CPR112	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR113	CPR113	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR114	CPR114	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR115	CPR115	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR116	CPR116	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR117	CPR117	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR118	CPR118	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR119	CPR119	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR12	CPR12	Bmo	Bombyx mori	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR120	CPR120	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR121	CPR121	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR122	CPR122	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR123	CPR123	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR124	CPR124	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR125	CPR125	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR126	CPR126	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR127	CPR127	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR128	CPR128	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR129	CPR129	Bmo	Bombyx mori	His-rich CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR13	CPR13	Bmo	Bombyx mori	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR130	CPR130	Bmo	Bombyx mori	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
