protein_id	protein_name	species_code	species_name	current_family	CPR_score	CPR_evalue
Aae_L004771-PA	L004771-PA	Aae	Aedes aegypti	NULL	68.0	1.8e-19
Bmo_CPR125	CPR125	Bmo	Bombyx mori	CPR RR-2	67.9	1.8e-19
Dan_CPR_Uncharacterized_67	CPR_Uncharacterized_67	Dan	Drosophila ananassae	CPR	67.9	1.8e-19
Dan_CPR_Uncharacterized_20	CPR_Uncharacterized_20	Dan	Drosophila ananassae	CPR	67.9	1.9e-19
Bmo_CPR20	CPR20	Bmo	Bombyx mori	CPR RR-1	67.9	1.9e-19
Dvi_CPR_Uncharacterized_113	CPR_Uncharacterized_113	Dvi	Drosophila virilis	CPR	67.9	1.9e-19
Dwi_CPR_Uncharacterized_50	CPR_Uncharacterized_50	Dwi	Drosophila willistoni	CPR	67.8	2e-19
Bmo_CPR66	CPR66	Bmo	Bombyx mori	CPR RR-2	67.8	2e-19
Dme_LCP3	LCP3	Dme	Drosophila melanogaster	CPR RR-1	67.7	2.1e-19
Aga_CPR76	CPR76	Aga	Anopheles gambiae	CPR RR-1	67.6	2.3e-19
Pci_CPR12	CPR12	Pci	Panonychus citri	CPR RR-2	67.6	2.4e-19
Aga_CPR127	CPR127	Aga	Anopheles gambiae	CPR RR-1	67.5	2.4e-19
Nlu_Cpr81	Cpr81	Nlu	Nilaparvata lugens	CPR	67.5	2.5e-19
Cfe_Unigene10612-RR2	Unigene10612-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	67.5	2.5e-19
Aga_CPR146	CPR146	Aga	Anopheles gambiae	CPR RR-2	67.4	2.6e-19
Dan_CPR_Uncharacterized_22	CPR_Uncharacterized_22	Dan	Drosophila ananassae	CPR	67.4	2.6e-19
Isc_EEC14149.1	EEC14149.1	Isc	Ixodes scapularis	CPR RR-2	67.2	3e-19
Dgr_CPR_Uncharacterized_102	CPR_Uncharacterized_102	Dgr	Drosophila grimshawi	CPR	67.2	3.1e-19
Dgr_CPR_Uncharacterized_103	CPR_Uncharacterized_103	Dgr	Drosophila grimshawi	CPR	67.2	3.1e-19
Dma_A0A0P5BF08	A0A0P5BF08	Dma	Daphnia magna	NULL	66.9	3.6e-19
Dme_Cpr49Ac_iso1	Cpr49Ac_iso1	Dme	Drosophila melanogaster	CPR RR-1	66.9	3.7e-19
Cfe_Unigene18018-RR2	Unigene18018-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	66.8	4e-19
Cqu_Crus1	Crus1	Cqu	Cherax quadricarinatus	NULL	66.7	4.3e-19
Bmo_CPR104	CPR104	Bmo	Bombyx mori	CPR RR-2	66.7	4.3e-19
Pps_CPR10	CPR10	Pps	Pardosa pseudoannulata	CPR RR-1	66.7	4.4e-19
Dme_Cpr78Ca	Cpr78Ca	Dme	Drosophila melanogaster	CPR RR-1	66.7	4.4e-19
Cfe_Unigene10589-RR2	Unigene10589-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	66.6	4.4e-19
Dgr_CPR_Uncharacterized_61	CPR_Uncharacterized_61	Dgr	Drosophila grimshawi	CPR	66.6	4.6e-19
Dps_CPR_Uncharacterized_C	CPR_Uncharacterized_C	Dps	Drosophila pseudoobscura	CPR	66.6	4.7e-19
Foc_RR-2_28	RR-2_28	Foc	Frankliniella occidentalis	CPR RR-2	66.6	4.7e-19
Dps_CPR_Uncharacterized_67	CPR_Uncharacterized_67	Dps	Drosophila pseudoobscura	CPR	66.5	4.8e-19
Dmo_CPR_Uncharacterized_106	CPR_Uncharacterized_106	Dmo	Drosophila mojavensis	CPR	66.5	4.9e-19
Cfe_Unigene25969-RR2	Unigene25969-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	66.5	5e-19
Dwi_CPR_Uncharacterized_107	CPR_Uncharacterized_107	Dwi	Drosophila willistoni	CPR	66.4	5.3e-19
Aga_CPR103	CPR103	Aga	Anopheles gambiae	CPR RR-1	66.1	6.3e-19
Bmo_CPR103	CPR103	Bmo	Bombyx mori	CPR RR-2	66.1	6.5e-19
Bmo_CPR102	CPR102	Bmo	Bombyx mori	CPR RR-2	66.1	6.6e-19
Dma_A0A0P5KRG6	A0A0P5KRG6	Dma	Daphnia magna	NULL	65.9	7.4e-19
Dgr_CPR_Uncharacterized_122	CPR_Uncharacterized_122	Dgr	Drosophila grimshawi	CPR	65.8	8.1e-19
Dps_CPR_Uncharacterized_G	CPR_Uncharacterized_G	Dps	Drosophila pseudoobscura	CPR	65.7	8.6e-19
Dps_CPR_Uncharacterized_32	CPR_Uncharacterized_32	Dps	Drosophila pseudoobscura	CPR	65.6	9.3e-19
Dvi_CPR_Uncharacterized_92	CPR_Uncharacterized_92	Dvi	Drosophila virilis	CPR	65.5	1e-18
Dme_Cpr31A	Cpr31A	Dme	Drosophila melanogaster	CPR RR-2	65.5	1e-18
Dgr_CPR_Uncharacterized_37	CPR_Uncharacterized_37	Dgr	Drosophila grimshawi	CPR	65.5	1e-18
Bmo_CPR131	CPR131	Bmo	Bombyx mori	CPR RR-2	65.4	1e-18
Dmo_CPR_Uncharacterized_14	CPR_Uncharacterized_14	Dmo	Drosophila mojavensis	CPR	65.4	1e-18
Dme_Cpr64Ad	Cpr64Ad	Dme	Drosophila melanogaster	CPR RR-1	65.4	1.1e-18
Bmo_CPR101	CPR101	Bmo	Bombyx mori	CPR RR-2	65.3	1.2e-18
Dps_CPR_Uncharacterized_98	CPR_Uncharacterized_98	Dps	Drosophila pseudoobscura	CPR	65.3	1.2e-18
Dma_A0A0P5EZ95	A0A0P5EZ95	Dma	Daphnia magna	NULL	65.2	1.2e-18
Bmo_CPR160	CPR160	Bmo	Bombyx mori	CPR RR-2	65.1	1.3e-18
Cfe_CL5060.Contig1-RR2	CL5060.Contig1-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	65.0	1.4e-18
Cfe_Unigene14668-CPRNC	Unigene14668-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	64.9	1.5e-18
Dps_CPR_Uncharacterized_K	CPR_Uncharacterized_K	Dps	Drosophila pseudoobscura	CPR	64.9	1.5e-18
Dwi_CPR_Uncharacterized_73	CPR_Uncharacterized_73	Dwi	Drosophila willistoni	CPR	64.9	1.5e-18
Dme_Cpr47Ec	Cpr47Ec	Dme	Drosophila melanogaster	CPR RR-1	64.9	1.5e-18
Dan_CPR_Uncharacterized_9	CPR_Uncharacterized_9	Dan	Drosophila ananassae	CPR	64.8	1.6e-18
Nlu_Cpr55	Cpr55	Nlu	Nilaparvata lugens	CPR	64.8	1.7e-18
Lmi_NCP14.9	NCP14.9	Lmi	Locusta migratoria	RR-3	64.7	1.7e-18
Dma_A0A0P5VU19	A0A0P5VU19	Dma	Daphnia magna	NULL	64.7	1.7e-18
Dwi_CPR_Uncharacterized_122	CPR_Uncharacterized_122	Dwi	Drosophila willistoni	CPR	64.7	1.7e-18
Bmo_CPR105	CPR105	Bmo	Bombyx mori	CPR RR-2	64.7	1.8e-18
Isc_EEC04674.1	EEC04674.1	Isc	Ixodes scapularis	CPR RR-2	64.3	2.3e-18
Dgr_CPR_Uncharacterized_85	CPR_Uncharacterized_85	Dgr	Drosophila grimshawi	CPR	64.3	2.4e-18
Bmo_CPR62	CPR62	Bmo	Bombyx mori	CPR RR-2	64.2	2.5e-18
Isc_EEC04044.1	EEC04044.1	Isc	Ixodes scapularis	CPR RR-2	64.2	2.5e-18
Dme_Cpr51A	Cpr51A	Dme	Drosophila melanogaster	NULL	64.2	2.5e-18
Nlu_Cpr25	Cpr25	Nlu	Nilaparvata lugens	CPR	64.2	2.5e-18
Dmo_CPR_Uncharacterized_77	CPR_Uncharacterized_77	Dmo	Drosophila mojavensis	CPR	64.1	2.6e-18
Dwi_CPR_Uncharacterized_10	CPR_Uncharacterized_10	Dwi	Drosophila willistoni	CPR	64.1	2.7e-18
Dwi_CPR_Uncharacterized_9	CPR_Uncharacterized_9	Dwi	Drosophila willistoni	CPR	64.1	2.7e-18
Dme_Cpr65Aw_iso2	Cpr65Aw_iso2	Dme	Drosophila melanogaster	CPR RR-1	64.0	2.8e-18
Aae_CPR100A	CPR100A	Aae	Aedes aegypti	CPR RR-1	64.0	2.8e-18
Bmo_CPR155	CPR155	Bmo	Bombyx mori	CPR RR-1	63.9	3e-18
Bmo_CPR154	CPR154	Bmo	Bombyx mori	CPR RR-1	63.9	3.1e-18
Isc_EEC03470.1	EEC03470.1	Isc	Ixodes scapularis	CPR RR-2	63.8	3.4e-18
Dvi_CPR_Uncharacterized_60	CPR_Uncharacterized_60	Dvi	Drosophila virilis	CPR	63.8	3.4e-18
Bmo_CPR93	CPR93	Bmo	Bombyx mori	CPR RR-2	63.7	3.5e-18
Dps_CPR_Uncharacterized_51	CPR_Uncharacterized_51	Dps	Drosophila pseudoobscura	CPR	63.7	3.6e-18
Dvi_CPR_Uncharacterized_120	CPR_Uncharacterized_120	Dvi	Drosophila virilis	CPR	63.5	4e-18
Dwi_CPR_Uncharacterized_12	CPR_Uncharacterized_12	Dwi	Drosophila willistoni	CPR	63.5	4.1e-18
Dan_CPR_Uncharacterized_71	CPR_Uncharacterized_71	Dan	Drosophila ananassae	CPR	63.5	4.1e-18
Dme_Cpr49Ac_iso5	Cpr49Ac_iso5	Dme	Drosophila melanogaster	CPR RR-1	63.4	4.2e-18
Nlu_Cpr28	Cpr28	Nlu	Nilaparvata lugens	CPR	63.2	5e-18
Dmo_CPR_Uncharacterized_7	CPR_Uncharacterized_7	Dmo	Drosophila mojavensis	CPR	63.1	5.4e-18
Aga_CPR71	CPR71	Aga	Anopheles gambiae	CPR RR-2	63.1	5.4e-18
Dwi_CPR_Uncharacterized_E	CPR_Uncharacterized_E	Dwi	Drosophila willistoni	CPR	63.1	5.6e-18
Cfe_Unigene11532-RR1	Unigene11532-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	63.0	5.6e-18
Foc_RR-1_29	RR-1_29	Foc	Frankliniella occidentalis	CPR RR-1	63.0	5.9e-18
Dan_CPR_Uncharacterized_57	CPR_Uncharacterized_57	Dan	Drosophila ananassae	CPR	63.0	5.9e-18
Aga_CPR113	CPR113	Aga	Anopheles gambiae	CPR RR-2	62.9	6.1e-18
Iri_ACP16.8	ACP16.8	Iri	Ixodes ricinus	CPR RR-2	62.9	6.1e-18
Foc_RR-1_20	RR-1_20	Foc	Frankliniella occidentalis	CPR RR-1	62.9	6.1e-18
Aga_CPR67	CPR67	Aga	Anopheles gambiae	CPR RR-1	62.8	6.8e-18
Bmo_CPR147	CPR147	Bmo	Bombyx mori	CPR RR-3	62.8	6.9e-18
Aga_CPR68	CPR68	Aga	Anopheles gambiae	CPR RR-1	62.7	7.1e-18
Dgr_CPR_Uncharacterized_100	CPR_Uncharacterized_100	Dgr	Drosophila grimshawi	CPR	62.7	7.4e-18
Dme_Cpr78Cb	Cpr78Cb	Dme	Drosophila melanogaster	CPR RR-1	62.6	7.5e-18
Nlu_Cpr67	Cpr67	Nlu	Nilaparvata lugens	CPR	62.5	8.4e-18
Dwi_CPR_Uncharacterized_38	CPR_Uncharacterized_38	Dwi	Drosophila willistoni	CPR	62.4	8.8e-18
Dan_CPR_Uncharacterized_3	CPR_Uncharacterized_3	Dan	Drosophila ananassae	CPR	62.3	9.3e-18
Isc_EEC08503.1	EEC08503.1	Isc	Ixodes scapularis	CPR RR-2	62.3	9.8e-18
Dma_A0A0P5CTZ7	A0A0P5CTZ7	Dma	Daphnia magna	NULL	62.2	9.9e-18
Dvi_CPR_Uncharacterized_4	CPR_Uncharacterized_4	Dvi	Drosophila virilis	CPR	62.2	1e-17
Dme_Cpr11A	Cpr11A	Dme	Drosophila melanogaster	CPR RR-1	62.0	1.1e-17
Isc_EEC01927.1	EEC01927.1	Isc	Ixodes scapularis	CPR	61.9	1.2e-17
Dme_Cpr66D	Cpr66D	Dme	Drosophila melanogaster	CPR RR-2	61.7	1.4e-17
Nlu_Cpr22	Cpr22	Nlu	Nilaparvata lugens	CPR	61.7	1.4e-17
Dmo_CPR_Uncharacterized_71	CPR_Uncharacterized_71	Dmo	Drosophila mojavensis	CPR	61.7	1.5e-17
Bmo_CPR56	CPR56	Bmo	Bombyx mori	CPR RR-1	61.7	1.5e-17
Tca_CPR18	CPR18	Tca	Tribolium castaneum	CPR RR-2	61.5	1.7e-17
Isc_EEC09166.1	EEC09166.1	Isc	Ixodes scapularis	CPR RR-2	61.5	1.7e-17
Dgr_CPR_Uncharacterized_52	CPR_Uncharacterized_52	Dgr	Drosophila grimshawi	CPR	61.4	1.7e-17
Dwi_CPR_Uncharacterized_72	CPR_Uncharacterized_72	Dwi	Drosophila willistoni	CPR	61.4	1.7e-17
Aga_CPR147	CPR147	Aga	Anopheles gambiae	CPR RR-2	61.3	2e-17
Foc_RR-1_8	RR-1_8	Foc	Frankliniella occidentalis	CPR RR-1	61.2	2e-17
Dvi_CPR_Uncharacterized_93	CPR_Uncharacterized_93	Dvi	Drosophila virilis	CPR	61.1	2.2e-17
Bmo_CPR123	CPR123	Bmo	Bombyx mori	CPR RR-2	61.0	2.4e-17
Dwi_CPR_Uncharacterized_A	CPR_Uncharacterized_A	Dwi	Drosophila willistoni	CPR	60.8	2.7e-17
Dan_CPR_Uncharacterized_61	CPR_Uncharacterized_61	Dan	Drosophila ananassae	CPR	60.8	2.8e-17
Iri_ACP10.9	ACP10.9	Iri	Ixodes ricinus	CPR RR-2	60.7	2.8e-17
Dma_A0A0P5AUA9	A0A0P5AUA9	Dma	Daphnia magna	NULL	60.7	2.9e-17
Tmo_ACP22	ACP22	Tmo	Tenebrio molitor	CPR RR-2	60.6	3.1e-17
Bmo_ASSCP2	ASSCP2	Bmo	Bombyx mori	CPR RR-2	60.6	3.1e-17
Dgr_CPR_Uncharacterized_5	CPR_Uncharacterized_5	Dgr	Drosophila grimshawi	CPR	60.6	3.2e-17
Aga_CPR155	CPR155	Aga	Anopheles gambiae	CPR RR-2	60.5	3.4e-17
Foc_RR-2_30	RR-2_30	Foc	Frankliniella occidentalis	CPR RR-2	60.5	3.4e-17
Dvi_CPR_Uncharacterized_7	CPR_Uncharacterized_7	Dvi	Drosophila virilis	CPR	60.1	4.3e-17
Lst_NCup	NCup	Lst	Laodelphax striatellus	CPR RR-1	60.1	4.4e-17
Isc_EEC07075.1	EEC07075.1	Isc	Ixodes scapularis	NULL	60.1	4.6e-17
Dme_Cpr47Ed	Cpr47Ed	Dme	Drosophila melanogaster	CPR RR-1	60.1	4.6e-17
Dma_A0A0P5YHQ6	A0A0P5YHQ6	Dma	Daphnia magna	NULL	60.0	4.7e-17
Pci_CPR2	CPR2	Pci	Panonychus citri	CPR RR-2	59.9	5.3e-17
Dgr_CPR_Uncharacterized_79	CPR_Uncharacterized_79	Dgr	Drosophila grimshawi	CPR	59.8	5.5e-17
Nlu_Cpr77	Cpr77	Nlu	Nilaparvata lugens	CPR	59.7	5.8e-17
Isc_EEC09165.1	EEC09165.1	Isc	Ixodes scapularis	CPR RR-2	59.5	6.6e-17
Dps_CPR_Uncharacterized_65	CPR_Uncharacterized_65	Dps	Drosophila pseudoobscura	CPR	59.5	6.7e-17
Bmo_CPR144	CPR144	Bmo	Bombyx mori	CPR RR-2	59.4	7.6e-17
Dgr_CPR_Uncharacterized_38	CPR_Uncharacterized_38	Dgr	Drosophila grimshawi	CPR	59.3	7.7e-17
Dmo_CPR_Uncharacterized_108	CPR_Uncharacterized_108	Dmo	Drosophila mojavensis	CPR	59.3	7.9e-17
Dan_CPR_Uncharacterized_15	CPR_Uncharacterized_15	Dan	Drosophila ananassae	CPR	59.2	8.6e-17
Dma_A0A162QEW6	A0A162QEW6	Dma	Daphnia magna	NULL	59.1	8.7e-17
Dsu_cpr66D	cpr66D	Dsu	Drosophila suzukii	CPR RR-2	59.1	9.2e-17
Dvi_CPR_Uncharacterized_121	CPR_Uncharacterized_121	Dvi	Drosophila virilis	CPR	58.9	1e-16
Dps_CPR_Uncharacterized_P	CPR_Uncharacterized_P	Dps	Drosophila pseudoobscura	CPR	58.9	1.1e-16
Dps_CPR_Uncharacterized_30	CPR_Uncharacterized_30	Dps	Drosophila pseudoobscura	CPR	58.9	1.1e-16
Dme_l(3)mbn	l(3)mbn	Dme	Drosophila melanogaster	CPR	58.7	1.2e-16
Dmo_CPR_Uncharacterized_91	CPR_Uncharacterized_91	Dmo	Drosophila mojavensis	CPR	58.4	1.5e-16
Foc_RR-1_21	RR-1_21	Foc	Frankliniella occidentalis	CPR RR-1	58.3	1.5e-16
Lmi_CP_66D	CP_66D	Lmi	Locusta migratoria	NULL	58.3	1.6e-16
Dmo_CPR_Uncharacterized_109	CPR_Uncharacterized_109	Dmo	Drosophila mojavensis	CPR	58.0	2e-16
Isc_EEC03471.1	EEC03471.1	Isc	Ixodes scapularis	CPR RR-2	58.0	2e-16
Foc_RR-1_19	RR-1_19	Foc	Frankliniella occidentalis	CPR RR-1	57.9	2.1e-16
Dma_A0A0P5ZSW6	A0A0P5ZSW6	Dma	Daphnia magna	NULL	57.9	2.1e-16
Dmo_CPR_Uncharacterized_20	CPR_Uncharacterized_20	Dmo	Drosophila mojavensis	CPR	57.9	2.1e-16
Dma_A0A0P6AFH5_iso1	A0A0P6AFH5_iso1	Dma	Daphnia magna	NULL	57.8	2.2e-16
Isc_EEC01924.1	EEC01924.1	Isc	Ixodes scapularis	CPR	57.7	2.4e-16
Dvi_CPR_Uncharacterized_73	CPR_Uncharacterized_73	Dvi	Drosophila virilis	CPR	57.6	2.5e-16
Dme_Cpr47Ee	Cpr47Ee	Dme	Drosophila melanogaster	CPR RR-1	57.6	2.5e-16
Pps_CPR9	CPR9	Pps	Pardosa pseudoannulata	CPR RR-1	57.5	2.8e-16
Dme_Cpr72Ec	Cpr72Ec	Dme	Drosophila melanogaster	CPR RR-2	57.4	3e-16
Dmo_CPR_Uncharacterized_11	CPR_Uncharacterized_11	Dmo	Drosophila mojavensis	CPR	57.4	3e-16
Aga_CPR124	CPR124	Aga	Anopheles gambiae	CPR RR-2	57.4	3e-16
Dan_CPR_Uncharacterized_75	CPR_Uncharacterized_75	Dan	Drosophila ananassae	CPR	57.4	3.1e-16
Dma_A0A0P5S9E1	A0A0P5S9E1	Dma	Daphnia magna	NULL	57.4	3.1e-16
Dme_Cpr72Eb	Cpr72Eb	Dme	Drosophila melanogaster	CPR RR-3	57.4	3.1e-16
Aga_CPR126	CPR126	Aga	Anopheles gambiae	CPR RR-1	57.3	3.1e-16
Dmo_CPR_Uncharacterized_16	CPR_Uncharacterized_16	Dmo	Drosophila mojavensis	CPR	57.3	3.2e-16
Dvi_CPR_Uncharacterized_37	CPR_Uncharacterized_37	Dvi	Drosophila virilis	CPR	57.3	3.2e-16
Dps_CPR_Uncharacterized_A	CPR_Uncharacterized_A	Dps	Drosophila pseudoobscura	CPR	57.2	3.5e-16
Dan_CPR_Uncharacterized_44	CPR_Uncharacterized_44	Dan	Drosophila ananassae	CPR	57.1	3.7e-16
Dmo_CPR_Uncharacterized_76	CPR_Uncharacterized_76	Dmo	Drosophila mojavensis	CPR	57.0	4e-16
Dwi_CPR_Uncharacterized_C	CPR_Uncharacterized_C	Dwi	Drosophila willistoni	CPR	56.9	4.1e-16
Cfe_Unigene4298-CPRNC	Unigene4298-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	56.9	4.4e-16
Dma_A0A0N8E2J7	A0A0N8E2J7	Dma	Daphnia magna	NULL	56.5	5.6e-16
Dgr_CPR_Uncharacterized_6	CPR_Uncharacterized_6	Dgr	Drosophila grimshawi	CPR	56.4	5.9e-16
Ago_SgAbd2-like	SgAbd2-like	Ago	Aphis gossypii	CPR RR-1	56.4	6.2e-16
Dwi_CPR_Uncharacterized_7	CPR_Uncharacterized_7	Dwi	Drosophila willistoni	CPR	56.3	6.4e-16
Dwi_CPR_Uncharacterized_93	CPR_Uncharacterized_93	Dwi	Drosophila willistoni	CPR	56.3	6.6e-16
Dma_A0A162C7R6	A0A162C7R6	Dma	Daphnia magna	NULL	56.1	7.7e-16
Bmo_CPR139	CPR139	Bmo	Bombyx mori	CPR RR-2	56.0	7.9e-16
Dvi_CPR_Uncharacterized_97	CPR_Uncharacterized_97	Dvi	Drosophila virilis	CPR	55.9	8.5e-16
Foc_RR-2_18	RR-2_18	Foc	Frankliniella occidentalis	CPR RR-2	55.8	9e-16
Foc_RR-NC_4	RR-NC_4	Foc	Frankliniella occidentalis	NULL	55.8	9.2e-16
Aga_CPR128	CPR128	Aga	Anopheles gambiae	CPR RR-1	55.8	9.5e-16
Dme_Cpr67B	Cpr67B	Dme	Drosophila melanogaster	CPR RR-3	55.7	9.7e-16
Dgr_CPR_Uncharacterized_62	CPR_Uncharacterized_62	Dgr	Drosophila grimshawi	CPR	55.6	1e-15
Dmo_CPR_Uncharacterized_64	CPR_Uncharacterized_64	Dmo	Drosophila mojavensis	CPR	55.6	1e-15
Nlu_Cpr23	Cpr23	Nlu	Nilaparvata lugens	CPR	55.6	1e-15
Dan_CPR_Uncharacterized_78	CPR_Uncharacterized_78	Dan	Drosophila ananassae	CPR	55.5	1.1e-15
Dps_CPR_Uncharacterized_28	CPR_Uncharacterized_28	Dps	Drosophila pseudoobscura	CPR	55.5	1.2e-15
Dmo_CPR_Uncharacterized_32	CPR_Uncharacterized_32	Dmo	Drosophila mojavensis	CPR	55.3	1.3e-15
Dvi_CPR_Uncharacterized_91	CPR_Uncharacterized_91	Dvi	Drosophila virilis	CPR	55.3	1.3e-15
Dvi_CPR_Uncharacterized_38	CPR_Uncharacterized_38	Dvi	Drosophila virilis	CPR	55.3	1.3e-15
Lmi_flexible_cuticle_protein_12	flexible_cuticle_protein_12	Lmi	Locusta migratoria	RR-1	55.2	1.4e-15
Cfe_Unigene16424-RR2	Unigene16424-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	55.1	1.5e-15
Pps_CPR3	CPR3	Pps	Pardosa pseudoannulata	CPR RR-1	55.1	1.6e-15
Dvi_CPR_Uncharacterized_30	CPR_Uncharacterized_30	Dvi	Drosophila virilis	CPR	55.0	1.7e-15
Dvi_CPR_Uncharacterized_C	CPR_Uncharacterized_C	Dvi	Drosophila virilis	CPR	55.0	1.7e-15
Cfe_CL1797.Contig2-RR1	CL1797.Contig2-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	54.9	1.7e-15
Dme_Cpr60D	Cpr60D	Dme	Drosophila melanogaster	NULL	54.9	1.7e-15
Foc_RR-1_4	RR-1_4	Foc	Frankliniella occidentalis	CPR RR-1	54.9	1.8e-15
Tci_CPR25	CPR25	Tci	Tetranychus cinnabarinus	CPR	54.8	1.9e-15
Dwi_CPR_Uncharacterized_74	CPR_Uncharacterized_74	Dwi	Drosophila willistoni	CPR	54.7	1.9e-15
Pps_CPR12	CPR12	Pps	Pardosa pseudoannulata	CPR RR-1	54.6	2.1e-15
Dan_CPR_Uncharacterized_60	CPR_Uncharacterized_60	Dan	Drosophila ananassae	CPR	54.6	2.2e-15
Cfe_CL1797.Contig1-RR1	CL1797.Contig1-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	54.6	2.2e-15
Cfe_Unigene13345-RR1	Unigene13345-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	54.5	2.3e-15
Cfe_Unigene9414-CPRNC	Unigene9414-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	54.5	2.3e-15
Dma_A0A0P6H1F2	A0A0P6H1F2	Dma	Daphnia magna	NULL	54.3	2.6e-15
Dme_Cpr12A	Cpr12A	Dme	Drosophila melanogaster	NULL	54.3	2.6e-15
Tca_CPR4	CPR4	Tca	Tribolium castaneum	CPR RR-1	54.3	2.7e-15
Dps_CPR_Uncharacterized_2	CPR_Uncharacterized_2	Dps	Drosophila pseudoobscura	CPR	54.2	2.8e-15
Api_CP62	CP62	Api	Acyrthosiphon pisum	CPR RR-2	54.2	2.8e-15
Cfe_CL1797.Contig3-RR1	CL1797.Contig3-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	54.2	2.9e-15
Dvi_CPR_Uncharacterized_24	CPR_Uncharacterized_24	Dvi	Drosophila virilis	CPR	54.0	3.4e-15
Dwi_CPR_Uncharacterized_58	CPR_Uncharacterized_58	Dwi	Drosophila willistoni	CPR	53.8	3.7e-15
Dps_CPR_Uncharacterized_15	CPR_Uncharacterized_15	Dps	Drosophila pseudoobscura	CPR	53.8	3.7e-15
Cfe_Unigene18240-RR2	Unigene18240-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	53.5	4.8e-15
Dwi_CPR_Uncharacterized_57	CPR_Uncharacterized_57	Dwi	Drosophila willistoni	CPR	53.4	5e-15
Foc_RR-1_26	RR-1_26	Foc	Frankliniella occidentalis	CPR RR-1	53.2	5.8e-15
Foc_RR-1_27	RR-1_27	Foc	Frankliniella occidentalis	CPR RR-1	53.1	6e-15
Dma_A0A164RVL0	A0A164RVL0	Dma	Daphnia magna	NULL	53.1	6e-15
Pci_CPR16.8	CPR16.8	Pci	Panonychus citri	CPR RR-2	53.1	6.1e-15
Dma_A0A0P5WDI2	A0A0P5WDI2	Dma	Daphnia magna	NULL	52.7	7.9e-15
Dgr_CPR_Uncharacterized_95	CPR_Uncharacterized_95	Dgr	Drosophila grimshawi	CPR	52.7	8.1e-15
Dgr_CPR_Uncharacterized_80	CPR_Uncharacterized_80	Dgr	Drosophila grimshawi	CPR	52.6	8.6e-15
Dma_A0A164VNS4	A0A164VNS4	Dma	Daphnia magna	NULL	52.6	8.7e-15
Bmo_CPR48	CPR48	Bmo	Bombyx mori	CPR RR-1	52.6	9e-15
Nlu_Cpr52_iso2	Cpr52_iso2	Nlu	Nilaparvata lugens	CPR	52.5	9.3e-15
Dgr_CPR_Uncharacterized_82	CPR_Uncharacterized_82	Dgr	Drosophila grimshawi	CPR	52.3	1.1e-14
Dan_CPR_Uncharacterized_56	CPR_Uncharacterized_56	Dan	Drosophila ananassae	CPR	52.3	1.1e-14
Dgr_CPR_Uncharacterized_36	CPR_Uncharacterized_36	Dgr	Drosophila grimshawi	CPR	52.3	1.1e-14
Isc_EEC01928.1	EEC01928.1	Isc	Ixodes scapularis	NULL	52.2	1.2e-14
Dvi_CPR_Uncharacterized_87	CPR_Uncharacterized_87	Dvi	Drosophila virilis	CPR	51.9	1.4e-14
Foc_RR-2_3	RR-2_3	Foc	Frankliniella occidentalis	CPR RR-2	51.9	1.5e-14
Cme_CPR20	CPR20	Cme	Cnaphalocrocis medinalis	CPR RR-1	51.8	1.6e-14
Cfe_Unigene15448-CPRNC	Unigene15448-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	51.6	1.8e-14
Dgr_CPR_Uncharacterized_121	CPR_Uncharacterized_121	Dgr	Drosophila grimshawi	CPR	51.5	2e-14
Dps_CPR_Uncharacterized_97	CPR_Uncharacterized_97	Dps	Drosophila pseudoobscura	CPR	51.4	2.1e-14
Dwi_CPR_Uncharacterized_100	CPR_Uncharacterized_100	Dwi	Drosophila willistoni	CPR	51.4	2.1e-14
Aga_CPR139	CPR139	Aga	Anopheles gambiae	CPR RR-2	51.3	2.2e-14
Foc_RR-2_26	RR-2_26	Foc	Frankliniella occidentalis	CPR RR-2	51.2	2.3e-14
Ace_CPR2	CPR2	Ace	Apis cerana	CPR RR-1	51.1	2.5e-14
Dvi_CPR_Uncharacterized_99	CPR_Uncharacterized_99	Dvi	Drosophila virilis	CPR	51.1	2.6e-14
Dmo_CPR_Uncharacterized_43	CPR_Uncharacterized_43	Dmo	Drosophila mojavensis	CPR	50.9	2.9e-14
Dma_A0A162QKL9	A0A162QKL9	Dma	Daphnia magna	NULL	50.7	3.3e-14
Dvi_CPR_Uncharacterized_114	CPR_Uncharacterized_114	Dvi	Drosophila virilis	CPR	50.6	3.5e-14
