#                                                                          --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                   accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#           ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Foc_RR-1_2                      -          CPR_combined.aln     -            1.7e-71  238.1 112.4   2.6e-16   57.6   7.5   6.1   1   1   5   6   6   6   6 -
Bmo_CPR69                       -          CPR_combined.aln     -            3.7e-32  109.4   5.4     4e-32  109.3   5.4   1.0   1   0   0   1   1   1   1 -
Aga_CPR99                       -          CPR_combined.aln     -            3.8e-32  109.4  15.2   4.2e-32  109.2  15.2   1.1   1   0   0   1   1   1   1 -
Foc_RR-2_7                      -          CPR_combined.aln     -            3.9e-32  109.4   9.0   5.9e-32  108.8   9.0   1.3   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_77      -          CPR_combined.aln     -            3.9e-32  109.4   0.4   4.2e-32  109.3   0.4   1.0   1   0   0   1   1   1   1 -
Dme_Cpr64Aa                     -          CPR_combined.aln     -            3.9e-32  109.4   8.3   4.1e-32  109.3   8.3   1.0   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_91      -          CPR_combined.aln     -            3.9e-32  109.4   0.3   4.2e-32  109.2   0.3   1.0   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_11      -          CPR_combined.aln     -              4e-32  109.3  10.8   4.4e-32  109.2  10.8   1.0   1   0   0   1   1   1   1 -
Cfe_Unigene10568-RR1            -          CPR_combined.aln     -              4e-32  109.3   9.2   4.4e-32  109.2   9.2   1.0   1   0   0   1   1   1   1 -
Aga_CPR142                      -          CPR_combined.aln     -            4.1e-32  109.3  15.0   4.7e-32  109.1  15.0   1.1   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_94      -          CPR_combined.aln     -            4.5e-32  109.2   0.3   4.9e-32  109.0   0.3   1.0   1   0   0   1   1   1   1 -
Nlu_Cpr27                       -          CPR_combined.aln     -            4.7e-32  109.1   4.2   5.7e-32  108.8   4.2   1.1   1   0   0   1   1   1   1 -
Bmo_CPR96                       -          CPR_combined.aln     -            4.8e-32  109.1   7.2   6.3e-32  108.7   7.2   1.2   1   0   0   1   1   1   1 -
Dme_Ccp84Ab                     -          CPR_combined.aln     -            4.8e-32  109.1  19.2   5.9e-32  108.8  19.2   1.0   1   0   0   1   1   1   1 -
Aga_CPR117                      -          CPR_combined.aln     -            5.7e-32  108.8  10.5   6.5e-32  108.6  10.5   1.0   1   0   0   1   1   1   1 -
Nlu_Cpr49                       -          CPR_combined.aln     -            5.8e-32  108.8  12.6   6.1e-32  108.7  12.6   1.0   1   0   0   1   1   1   1 -
Aga_CPR95                       -          CPR_combined.aln     -            5.9e-32  108.8  15.5   6.7e-32  108.6  15.5   1.1   1   0   0   1   1   1   1 -
Aga_CPR93                       -          CPR_combined.aln     -              6e-32  108.7  14.7   6.6e-32  108.6  14.7   1.1   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_13      -          CPR_combined.aln     -              6e-32  108.7   7.3   6.4e-32  108.7   7.3   1.0   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_63      -          CPR_combined.aln     -            6.1e-32  108.7  23.3   7.4e-32  108.5  23.3   1.1   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_112     -          CPR_combined.aln     -            6.7e-32  108.6   0.3   7.3e-32  108.5   0.3   1.0   1   0   0   1   1   1   1 -
Bmo_CPR129                      -          CPR_combined.aln     -            6.7e-32  108.6  10.1   7.3e-32  108.5  10.1   1.0   1   0   0   1   1   1   1 -
Aga_CPR97                       -          CPR_combined.aln     -            6.8e-32  108.6  15.6   7.6e-32  108.4  15.6   1.1   1   0   0   1   1   1   1 -
Aga_CPR59                       -          CPR_combined.aln     -            6.8e-32  108.6  18.6   8.4e-32  108.3  18.6   1.1   1   0   0   1   1   1   1 -
Cfe_Unigene13228-RR2            -          CPR_combined.aln     -            6.9e-32  108.6   9.5   7.2e-32  108.5   9.5   1.0   1   0   0   1   1   1   1 -
Dme_EDG84A                      -          CPR_combined.aln     -            6.9e-32  108.5   7.9   8.1e-32  108.3   7.9   1.0   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_47      -          CPR_combined.aln     -            7.1e-32  108.5   0.9   8.5e-32  108.3   0.9   1.1   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_79      -          CPR_combined.aln     -            7.2e-32  108.5   5.3   7.6e-32  108.4   5.3   1.0   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_19      -          CPR_combined.aln     -            7.3e-32  108.5   0.0   8.5e-32  108.2   0.0   1.0   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_34      -          CPR_combined.aln     -              8e-32  108.3  18.1   8.7e-32  108.2  18.1   1.0   1   0   0   1   1   1   1 -
Nlu_Cpr39                       -          CPR_combined.aln     -            8.1e-32  108.3  15.6   8.7e-32  108.2  15.6   1.0   1   0   0   1   1   1   1 -
Aae_PC                          -          CPR_combined.aln     -            8.1e-32  108.3   4.0   9.3e-32  108.1   4.0   1.0   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_73      -          CPR_combined.aln     -            8.2e-32  108.3   1.0   9.4e-32  108.1   1.0   1.0   1   0   0   1   1   1   1 -
Aga_CPR96                       -          CPR_combined.aln     -            8.5e-32  108.3  14.5   9.3e-32  108.1  14.5   1.0   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_61      -          CPR_combined.aln     -            8.5e-32  108.2   0.8   9.6e-32  108.1   0.8   1.0   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_67      -          CPR_combined.aln     -            8.6e-32  108.2   3.0   9.2e-32  108.1   3.0   1.0   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_36      -          CPR_combined.aln     -            8.7e-32  108.2  16.1   9.8e-32  108.0  16.1   1.0   1   0   0   1   1   1   1 -
Cfe_Unigene11944-RR1            -          CPR_combined.aln     -            8.8e-32  108.2   3.9   9.3e-32  108.1   3.9   1.0   1   0   0   1   1   1   1 -
Bmo_WCP5                        -          CPR_combined.aln     -            8.8e-32  108.2  14.4   1.1e-31  107.8  14.4   1.2   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_115     -          CPR_combined.aln     -            8.9e-32  108.2  14.4   9.6e-32  108.1  14.4   1.0   1   0   0   1   1   1   1 -
Cfe_Unigene17528-RR2            -          CPR_combined.aln     -            9.1e-32  108.2  11.2   9.8e-32  108.0  11.2   1.0   1   0   0   1   1   1   1 -
Bmo_CPR34                       -          CPR_combined.aln     -            9.3e-32  108.1   4.7     1e-31  108.0   4.7   1.0   1   0   0   1   1   1   1 -
Bmo_CPR137                      -          CPR_combined.aln     -            9.5e-32  108.1   0.4   1.1e-31  107.9   0.4   1.1   1   0   0   1   1   1   1 -
Sex_CPG860                      -          CPR_combined.aln     -            9.8e-32  108.1   7.7   1.1e-31  107.9   7.7   1.0   1   0   0   1   1   1   1 -
Nlu_Cpr70                       -          CPR_combined.aln     -              1e-31  108.0   2.0     1e-31  108.0   2.0   1.0   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_7       -          CPR_combined.aln     -              1e-31  108.0  19.7   1.4e-31  107.5  19.7   1.2   1   0   0   1   1   1   1 -
Dme_Cpr65Av                     -          CPR_combined.aln     -              1e-31  108.0   0.1   1.1e-31  107.9   0.1   1.0   1   0   0   1   1   1   1 -
Bmo_CPR88                       -          CPR_combined.aln     -              1e-31  108.0  11.0   1.2e-31  107.8  11.0   1.1   1   0   0   1   1   1   1 -
Aga_CPR15                       -          CPR_combined.aln     -              1e-31  108.0   5.1   1.1e-31  107.9   5.1   1.0   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_58      -          CPR_combined.aln     -              1e-31  108.0   3.1   1.1e-31  107.8   3.1   1.1   1   0   0   1   1   1   1 -
Foc_RR-1_16                     -          CPR_combined.aln     -            1.1e-31  107.8  15.4   1.2e-31  107.7  15.4   1.0   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_57      -          CPR_combined.aln     -            1.2e-31  107.8   9.0   1.3e-31  107.7   9.0   1.0   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_95      -          CPR_combined.aln     -            1.2e-31  107.8   0.7   1.4e-31  107.6   0.7   1.0   1   0   0   1   1   1   1 -
Aga_CPR122                      -          CPR_combined.aln     -            1.2e-31  107.7   7.1   1.4e-31  107.6   7.1   1.0   1   0   0   1   1   1   1 -
Bmo_CPR135                      -          CPR_combined.aln     -            1.3e-31  107.6   3.7   1.5e-31  107.4   3.7   1.2   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_66      -          CPR_combined.aln     -            1.4e-31  107.6  12.0   1.6e-31  107.3  12.0   1.0   1   0   0   1   1   1   1 -
Aga_CPR60                       -          CPR_combined.aln     -            1.4e-31  107.5  11.1   1.6e-31  107.4  11.1   1.0   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_110     -          CPR_combined.aln     -            1.4e-31  107.5   1.4   1.6e-31  107.4   1.4   1.0   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_77      -          CPR_combined.aln     -            1.4e-31  107.5   0.1   1.5e-31  107.4   0.1   1.0   1   0   0   1   1   1   1 -
Cfe_Unigene13547-RR1            -          CPR_combined.aln     -            1.5e-31  107.5   7.2   1.8e-31  107.2   7.2   1.0   1   0   0   1   1   1   1 -
Sex_CPG4855                     -          CPR_combined.aln     -            1.5e-31  107.4   9.5   2.2e-31  106.9   9.5   1.2   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_69      -          CPR_combined.aln     -            1.6e-31  107.4   7.4   1.6e-31  107.3   7.4   1.0   1   0   0   1   1   1   1 -
Tca_CPR15                       -          CPR_combined.aln     -            1.6e-31  107.4   8.0   1.7e-31  107.3   8.0   1.0   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_33      -          CPR_combined.aln     -            1.7e-31  107.3  22.0   2.2e-31  106.9  22.0   1.2   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_4       -          CPR_combined.aln     -            1.7e-31  107.3   2.6   1.8e-31  107.2   2.6   1.0   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_100     -          CPR_combined.aln     -            1.7e-31  107.2  23.4   1.9e-31  107.1  23.4   1.0   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_54      -          CPR_combined.aln     -            1.7e-31  107.2   2.5   2.3e-31  106.9   2.5   1.2   1   0   0   1   1   1   1 -
Bmo_CPR6                        -          CPR_combined.aln     -            1.8e-31  107.2   0.5   1.9e-31  107.1   0.5   1.0   1   0   0   1   1   1   1 -
Bta_CP83                        -          CPR_combined.aln     -            1.8e-31  107.2  15.6     2e-31  107.0  15.6   1.0   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_40      -          CPR_combined.aln     -            1.8e-31  107.2   0.6   2.1e-31  107.0   0.6   1.0   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_116     -          CPR_combined.aln     -            1.9e-31  107.1  20.2   2.4e-31  106.8  20.2   1.2   1   0   0   1   1   1   1 -
Aga_CPR108                      -          CPR_combined.aln     -            1.9e-31  107.1   6.9     2e-31  107.0   6.9   1.0   1   0   0   1   1   1   1 -
Aga_CPR84                       -          CPR_combined.aln     -            1.9e-31  107.1   6.9     2e-31  107.0   6.9   1.0   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_81      -          CPR_combined.aln     -              2e-31  107.0   0.2   2.2e-31  106.9   0.2   1.0   1   0   0   1   1   1   1 -
Dme_Lcp65Ad                     -          CPR_combined.aln     -              2e-31  107.0   0.3   2.2e-31  106.9   0.3   1.0   1   0   0   1   1   1   1 -
Aga_CPR39                       -          CPR_combined.aln     -              2e-31  107.0  13.0   2.2e-31  106.9  13.0   1.0   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_68      -          CPR_combined.aln     -            2.1e-31  107.0  11.9   2.3e-31  106.9  11.9   1.0   1   0   0   1   1   1   1 -
Bmo_CPR128                      -          CPR_combined.aln     -            2.2e-31  106.9   2.9   2.3e-31  106.8   2.9   1.0   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_25      -          CPR_combined.aln     -            2.2e-31  106.9   0.2   2.3e-31  106.8   0.2   1.0   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_103     -          CPR_combined.aln     -            2.2e-31  106.9  10.3   2.4e-31  106.8  10.3   1.0   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_87      -          CPR_combined.aln     -            2.2e-31  106.9   0.2   2.3e-31  106.8   0.2   1.0   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_10      -          CPR_combined.aln     -            2.4e-31  106.8   0.5   2.8e-31  106.5   0.5   1.2   1   0   0   1   1   1   1 -
Cfe_Unigene16827-RR2            -          CPR_combined.aln     -            2.5e-31  106.7  13.4   2.7e-31  106.6  13.4   1.0   1   0   0   1   1   1   1 -
Bmo_CPR89                       -          CPR_combined.aln     -            2.5e-31  106.7  12.9   2.9e-31  106.5  12.9   1.1   1   0   0   1   1   1   1 -
Pxy_LCP-17                      -          CPR_combined.aln     -            2.5e-31  106.7   4.0   3.9e-31  106.1   4.0   1.3   1   0   0   1   1   1   1 -
Cfe_Unigene12487-RR1            -          CPR_combined.aln     -            2.6e-31  106.7   5.9   2.8e-31  106.6   5.9   1.0   1   0   0   1   1   1   1 -
Dme_Cpr65Ax1                    -          CPR_combined.aln     -            2.8e-31  106.6   0.7     3e-31  106.5   0.7   1.0   1   0   0   1   1   1   1 -
Dme_Cpr65Ax2                    -          CPR_combined.aln     -            2.8e-31  106.6   0.7     3e-31  106.5   0.7   1.0   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_85      -          CPR_combined.aln     -            2.9e-31  106.5   1.2   3.1e-31  106.4   1.2   1.0   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_86      -          CPR_combined.aln     -            2.9e-31  106.5   1.2   3.1e-31  106.4   1.2   1.0   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_83      -          CPR_combined.aln     -            2.9e-31  106.5   0.6   3.2e-31  106.4   0.6   1.0   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_78      -          CPR_combined.aln     -              3e-31  106.5   1.3   3.2e-31  106.4   1.3   1.0   1   0   0   1   1   1   1 -
Aga_CPR116                      -          CPR_combined.aln     -              3e-31  106.5   3.0   3.4e-31  106.3   3.0   1.0   1   0   0   1   1   1   1 -
Aga_CPR83                       -          CPR_combined.aln     -            3.2e-31  106.4   3.3   3.4e-31  106.3   3.3   1.0   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_73      -          CPR_combined.aln     -            3.2e-31  106.4   3.3     4e-31  106.1   3.3   1.1   1   0   0   1   1   1   1 -
Bmo_CPR136                      -          CPR_combined.aln     -            3.4e-31  106.3   0.2   3.6e-31  106.2   0.2   1.0   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_17      -          CPR_combined.aln     -            3.4e-31  106.3  15.0   3.4e-31  106.3  15.0   1.3   1   1   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_56      -          CPR_combined.aln     -            3.5e-31  106.3   0.9   3.6e-31  106.2   0.9   1.0   1   0   0   1   1   1   1 -
Dme_CRYS                        -          CPR_combined.aln     -            3.5e-31  106.2   0.0   6.4e-31  105.4   0.0   1.5   1   1   0   1   1   1   1 -
Dme_Cpr62Bb                     -          CPR_combined.aln     -            3.5e-31  106.2  18.8   3.8e-31  106.1  18.8   1.0   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_80      -          CPR_combined.aln     -            3.5e-31  106.2   1.4   3.9e-31  106.1   1.4   1.0   1   0   0   1   1   1   1 -
Aga_CPR35                       -          CPR_combined.aln     -            3.6e-31  106.2  10.4   3.8e-31  106.1  10.4   1.0   1   0   0   1   1   1   1 -
Foc_RR-1_9                      -          CPR_combined.aln     -            3.6e-31  106.2   1.8   3.9e-31  106.1   1.8   1.0   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_35      -          CPR_combined.aln     -            3.6e-31  106.2  23.2     4e-31  106.0  23.2   1.0   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_119     -          CPR_combined.aln     -            3.7e-31  106.1  22.1   5.4e-31  105.6  22.1   1.3   1   0   0   1   1   1   1 -
Dme_Cpr66Cb                     -          CPR_combined.aln     -            3.8e-31  106.1   9.1   4.2e-31  106.0   9.1   1.1   1   0   0   1   1   1   1 -
Cfe_CL1911.Contig2-RR2          -          CPR_combined.aln     -            3.9e-31  106.1  11.9   4.5e-31  105.9  11.9   1.0   1   0   0   1   1   1   1 -
Cfe_Unigene9627-RR2             -          CPR_combined.aln     -            3.9e-31  106.1  11.9   4.5e-31  105.9  11.9   1.0   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_51      -          CPR_combined.aln     -              4e-31  106.1   0.0   8.2e-31  105.0   0.0   1.5   1   1   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_79      -          CPR_combined.aln     -            4.1e-31  106.0   0.5   4.4e-31  105.9   0.5   1.0   1   0   0   1   1   1   1 -
Bmo_CPR127                      -          CPR_combined.aln     -            4.1e-31  106.0  15.8   4.7e-31  105.8  15.8   1.1   1   0   0   1   1   1   1 -
Aga_CPR92                       -          CPR_combined.aln     -            4.1e-31  106.0  14.9   4.6e-31  105.8  14.9   1.1   1   0   0   1   1   1   1 -
Aga_CPR24                       -          CPR_combined.aln     -            4.5e-31  105.9   0.5   4.9e-31  105.8   0.5   1.0   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_14      -          CPR_combined.aln     -            4.5e-31  105.9   0.9   4.9e-31  105.8   0.9   1.0   1   0   0   1   1   1   1 -
Nlu_Cpr37                       -          CPR_combined.aln     -              5e-31  105.7  19.0   5.4e-31  105.6  19.0   1.0   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_65      -          CPR_combined.aln     -              5e-31  105.7   0.0     1e-30  104.7   0.0   1.6   1   1   0   1   1   1   1 -
