protein_id	protein_name	species_code	species_name	current_family	CPLCP_score	CPLCP_evalue	CPLCP_confident	classifier_prediction	confidence	status	feature_validation	length	CPLCP_feature_score	CPLCP_feature_class	proline_percent	valine_percent	tyrosine_percent	lysine_percent	histidine_percent	glycine_percent	acidic_polar_percent_Nterm80	histidine_percent_Cterm80	PV_count	PY_count	GLWD_or_GLWE_count	H_cluster_3_in_20_count	GYH_rich_short_count	weird_characters
Aga_CPLCP22	CPLCP22	Aga	Anopheles gambiae	CPLCP	232.8	6.7e-70	yes	CPLCP	high	confirmed	strong_CPLCP_feature_support	185	7	strong_CPLCP_feature_support	10.8	24.3	8.6	13.5	5.4	3.8	32.5	7.5	13	5	1	1	0	
Aga_CPLCP23	CPLCP23	Aga	Anopheles gambiae	CPLCP	235.1	1.4e-70	yes	CPLCP	high	confirmed	strong_CPLCP_feature_support	185	7	strong_CPLCP_feature_support	10.8	23.8	8.6	13.5	5.4	3.8	32.5	7.5	13	5	1	1	0	
Aga_CPLCP24	CPLCP24	Aga	Anopheles gambiae	CPLCP	185.8	1.6e-55	yes	CPLCP	high	confirmed	moderate_CPLCP_feature_support	224	4	moderate_CPLCP_feature_support	11.2	18.8	10.3	10.7	5.4	2.7	45.0	2.5	10	5	0	0	0	
Aga_CPLCP25	CPLCP25	Aga	Anopheles gambiae	CPLCP	209.3	1e-62	yes	CPLCP	high	confirmed	strong_CPLCP_feature_support	176	7	strong_CPLCP_feature_support	10.8	22.7	9.7	14.8	4.5	2.8	25.0	7.5	13	5	1	1	0	
Aga_CPLCP26	CPLCP26	Aga	Anopheles gambiae	CPLCP	188.6	2.1e-56	yes	CPLCP	high	confirmed	strong_CPLCP_feature_support	182	7	strong_CPLCP_feature_support	12.1	22.5	8.2	13.2	4.9	3.3	27.5	6.2	13	6	1	1	0	
Aga_CPLCP27	CPLCP27	Aga	Anopheles gambiae	CPLCP	178.7	2.3e-53	yes	CPLCP	high	confirmed	strong_CPLCP_feature_support	176	5	strong_CPLCP_feature_support	10.8	24.4	10.2	10.2	4.5	4.5	28.8	6.2	13	4	0	0	0	
Aga_CPLCP28	CPLCP28	Aga	Anopheles gambiae	CPLCP	184.4	4.1e-55	yes	CPLCP	high	confirmed	moderate_CPLCP_feature_support	235	4	moderate_CPLCP_feature_support	19.1	17.0	5.1	6.4	5.1	5.5	23.8	3.8	20	8	0	2	0	
Aga_CPLCP3	CPLCP3	Aga	Anopheles gambiae	CPLCP	172.5	1.8e-51	yes	CPLCP	high	confirmed	strong_CPLCP_feature_support	346	6	strong_CPLCP_feature_support	15.3	22.0	9.0	15.0	6.6	1.4	32.5	12.5	16	26	0	3	0	
Aga_CPLCP4	CPLCP4	Aga	Anopheles gambiae	CPLCP	138.4	4.7e-41	yes	CPLCP	high	confirmed	moderate_CPLCP_feature_support	209	4	moderate_CPLCP_feature_support	13.9	15.8	2.9	10.5	3.8	2.9	26.2	2.5	10	4	0	0	0	
Aga_CPLCP5	CPLCP5	Aga	Anopheles gambiae	CPLCP	144.4	6.7e-43	yes	CPLCP	high	confirmed	strong_CPLCP_feature_support	271	5	strong_CPLCP_feature_support	8.5	11.4	4.8	6.6	6.6	5.5	25.0	3.8	9	3	0	2	1	
Aga_CPLCP6	CPLCP6	Aga	Anopheles gambiae	CPLCP	162.9	1.5e-48	yes	CPLCP	high	confirmed	strong_CPLCP_feature_support	165	5	strong_CPLCP_feature_support	14.5	26.1	5.5	15.2	7.9	0.6	23.8	8.8	17	5	0	2	0	
Aga_CPLCP7	CPLCP7	Aga	Anopheles gambiae	CPLCP	148.0	5.3e-44	yes	CPLCP	high	confirmed	strong_CPLCP_feature_support	368	6	strong_CPLCP_feature_support	8.4	15.2	5.4	10.3	9.8	3.5	28.8	8.8	14	6	0	5	0	
Aga_CPLCP8	CPLCP8	Aga	Anopheles gambiae	CPLCP	195.2	2.1e-58	yes	CPLCP	high	confirmed	strong_CPLCP_feature_support	193	7	strong_CPLCP_feature_support	11.4	22.8	5.7	13.0	8.8	4.1	26.2	12.5	13	5	1	2	0	
Aga_CPLCP9	CPLCP9	Aga	Anopheles gambiae	CPLCP	179.9	1e-53	yes	CPLCP	high	confirmed	strong_CPLCP_feature_support	491	6	strong_CPLCP_feature_support	11.0	15.9	9.0	10.8	8.1	0.6	40.0	20.0	19	19	0	7	0	
Aga_CPLCW1	CPLCW1	Aga	Anopheles gambiae	CPLCW	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	153	1	weak_CPLCP_feature_support	6.5	15.0	13.7	7.2	0.7	9.2	22.5	0.0	5	1	0	0	1	
Aga_CPLCW2	CPLCW2	Aga	Anopheles gambiae	CPLCW	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	164	1	weak_CPLCP_feature_support	6.1	14.6	14.0	7.3	0.6	11.0	21.2	0.0	5	1	0	0	1	
Aga_CPLCW4	CPLCW4	Aga	Anopheles gambiae	CPLCW	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	171	1	weak_CPLCP_feature_support	5.8	14.0	14.0	6.4	0.6	12.9	21.2	0.0	5	1	0	0	1	
Aga_CPLCW5	CPLCW5	Aga	Anopheles gambiae	CPLCW	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	no_CPLCP_support	106	0	no_CPLCP_feature_support	7.5	14.2	13.2	6.6	0.9	5.7	22.5	1.2	3	1	0	0	0	
Aga_CPLCW7	CPLCW7	Aga	Anopheles gambiae	CPLCW	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	no_CPLCP_support	161	0	no_CPLCP_feature_support	6.2	13.7	14.3	7.5	0.6	11.2	21.2	0.0	4	1	0	0	1	
Aga_CPLCW8	CPLCW8	Aga	Anopheles gambiae	CPLCW	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	175	1	weak_CPLCP_feature_support	5.7	14.3	14.3	7.4	0.6	12.0	21.2	0.0	5	1	0	0	1	
Aga_CPLCW9	CPLCW9	Aga	Anopheles gambiae	CPLCW	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	169	1	weak_CPLCP_feature_support	6.5	14.8	13.6	7.1	0.6	10.1	22.5	0.0	6	1	0	0	0	
Aga_CPLCX1	CPLCX1	Aga	Anopheles gambiae	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	132	3	moderate_CPLCP_feature_support	10.6	14.4	10.6	2.3	1.5	2.3	13.8	0.0	5	3	0	0	0	
Aga_CPLCX2	CPLCX2	Aga	Anopheles gambiae	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	124	4	moderate_CPLCP_feature_support	11.3	30.6	0.8	4.0	16.1	0.8	10.0	20.0	11	0	0	4	0	
Aga_CPLCX3	CPLCX3	Aga	Anopheles gambiae	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	138	3	moderate_CPLCP_feature_support	11.6	11.6	13.8	3.6	5.8	2.9	7.5	7.5	5	1	0	0	0	
Aga_CPR1	CPR1	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	204	2	weak_CPLCP_feature_support	8.3	13.2	5.9	4.9	2.5	3.4	12.5	3.8	6	0	0	0	0	
Aga_CPR10	CPR10	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	200	2	weak_CPLCP_feature_support	2.5	8.5	5.5	1.0	2.5	7.0	48.8	5.0	0	0	0	0	0	
Aga_CPR100	CPR100	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	231	2	weak_CPLCP_feature_support	6.9	8.7	3.9	2.6	16.5	3.9	22.5	23.8	4	0	0	9	0	
Aga_CPR101	CPR101	Aga	Anopheles gambiae	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	152	3	moderate_CPLCP_feature_support	4.6	8.6	7.9	5.9	9.9	7.2	33.8	12.5	0	0	0	2	0	
Aga_CPR102	CPR102	Aga	Anopheles gambiae	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	124	1	weak_CPLCP_feature_support	6.5	14.5	4.8	1.6	0.8	8.9	33.8	0.0	1	0	0	0	0	
Aga_CPR103	CPR103	Aga	Anopheles gambiae	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	134	1	weak_CPLCP_feature_support	5.2	9.7	6.7	3.7	2.2	7.5	35.0	1.2	0	0	0	0	0	
Aga_CPR104	CPR104	Aga	Anopheles gambiae	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	131	1	weak_CPLCP_feature_support	6.9	7.6	5.3	3.8	1.5	11.5	36.2	1.2	0	0	0	0	0	
Aga_CPR105	CPR105	Aga	Anopheles gambiae	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	105	1	weak_CPLCP_feature_support	3.8	6.7	4.8	5.7	1.9	5.7	35.0	2.5	0	0	0	0	0	
Aga_CPR106	CPR106	Aga	Anopheles gambiae	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	150	2	weak_CPLCP_feature_support	9.3	4.7	4.7	2.7	1.3	7.3	38.8	2.5	0	0	0	0	0	
Aga_CPR107	CPR107	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	180	3	moderate_CPLCP_feature_support	7.8	12.8	7.2	6.7	9.4	3.3	25.0	8.8	2	0	0	2	0	
Aga_CPR108	CPR108	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	135	1	weak_CPLCP_feature_support	5.9	15.6	8.1	5.9	5.2	3.7	27.5	3.8	4	0	0	0	0	
Aga_CPR109	CPR109	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	231	2	weak_CPLCP_feature_support	7.4	8.2	3.9	2.6	16.5	3.5	22.5	23.8	3	0	0	9	0	
Aga_CPR11	CPR11	Aga	Anopheles gambiae	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	147	1	weak_CPLCP_feature_support	6.8	5.4	3.4	1.4	1.4	9.5	40.0	2.5	0	0	0	0	0	
Aga_CPR110	CPR110	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	188	4	moderate_CPLCP_feature_support	7.4	18.6	6.4	2.7	7.4	3.7	36.2	15.0	6	0	0	2	0	
Aga_CPR111	CPR111	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	325	2	weak_CPLCP_feature_support	8.6	4.9	6.8	3.7	1.8	2.5	23.8	1.2	7	0	0	0	0	
Aga_CPR112	CPR112	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	164	1	weak_CPLCP_feature_support	7.3	14.0	5.5	5.5	3.7	4.3	27.5	3.8	1	0	0	0	0	
Aga_CPR113	CPR113	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	322	2	weak_CPLCP_feature_support	12.7	2.2	7.8	1.2	2.2	11.2	31.2	2.5	1	0	0	0	0	
Aga_CPR114	CPR114	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	164	3	moderate_CPLCP_feature_support	8.5	12.2	6.7	5.5	7.9	6.1	15.0	11.2	4	1	0	1	0	
Aga_CPR115	CPR115	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	186	3	moderate_CPLCP_feature_support	10.2	10.8	9.7	4.3	3.2	7.0	5.0	1.2	0	3	0	1	0	
Aga_CPR116	CPR116	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	128	2	weak_CPLCP_feature_support	9.4	16.4	4.7	2.3	0.8	7.8	32.5	0.0	4	0	0	0	0	
Aga_CPR117	CPR117	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	162	2	weak_CPLCP_feature_support	9.9	13.6	8.6	4.9	1.9	6.8	21.2	1.2	3	2	0	0	0	
Aga_CPR118	CPR118	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	193	3	moderate_CPLCP_feature_support	10.4	10.4	9.8	4.1	3.6	7.3	2.5	1.2	0	3	0	1	0	
Aga_CPR119	CPR119	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	193	3	moderate_CPLCP_feature_support	10.4	10.4	9.8	4.1	3.6	7.3	2.5	1.2	0	3	0	1	0	
Aga_CPR12	CPR12	Aga	Anopheles gambiae	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	146	2	weak_CPLCP_feature_support	7.5	6.8	4.8	2.7	5.5	6.8	30.0	5.0	0	0	0	0	0	
Aga_CPR120	CPR120	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	186	3	moderate_CPLCP_feature_support	10.2	10.2	9.1	4.3	3.2	7.0	5.0	1.2	0	3	0	1	0	
Aga_CPR121	CPR121	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	193	3	moderate_CPLCP_feature_support	10.4	10.9	9.8	4.1	3.6	7.3	2.5	1.2	0	3	0	1	0	
Aga_CPR122	CPR122	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	138	2	weak_CPLCP_feature_support	8.7	13.8	8.0	3.6	0.7	7.2	28.8	1.2	2	1	0	0	0	
Aga_CPR123	CPR123	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	155	3	moderate_CPLCP_feature_support	9.7	14.2	8.4	5.2	1.3	7.1	25.0	1.2	3	2	0	0	0	
Aga_CPR124	CPR124	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	244	2	weak_CPLCP_feature_support	10.7	14.8	5.7	2.9	0.0	2.0	12.5	0.0	8	1	0	0	0	
Aga_CPR125	CPR125	Aga	Anopheles gambiae	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	227	4	moderate_CPLCP_feature_support	14.5	4.4	7.9	2.6	2.6	7.5	38.8	5.0	5	0	0	0	0	
Aga_CPR126	CPR126	Aga	Anopheles gambiae	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	357	3	moderate_CPLCP_feature_support	15.1	6.4	5.6	5.0	3.4	7.0	30.0	1.2	4	0	0	2	0	
Aga_CPR127	CPR127	Aga	Anopheles gambiae	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	224	3	moderate_CPLCP_feature_support	11.6	3.6	9.8	4.0	2.7	6.7	32.5	6.2	2	1	0	0	0	
Aga_CPR128	CPR128	Aga	Anopheles gambiae	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	100	1	weak_CPLCP_feature_support	5.0	12.0	6.0	9.0	0.0	8.0	26.2	0.0	0	0	0	0	0	
Aga_CPR129	CPR129	Aga	Anopheles gambiae	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	243	2	weak_CPLCP_feature_support	9.1	4.9	5.3	6.6	1.2	5.8	31.2	1.2	1	0	0	0	0	
Aga_CPR13	CPR13	Aga	Anopheles gambiae	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	146	2	weak_CPLCP_feature_support	7.5	6.8	4.8	2.7	5.5	6.8	30.0	5.0	0	0	0	0	0	
Aga_CPR130	CPR130	Aga	Anopheles gambiae	CPR RR-3	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	strong_CPLCP_features_but_no_confident_HMM	354	5	strong_CPLCP_feature_support	8.2	9.0	5.6	4.2	10.7	7.9	30.0	11.2	9	0	0	5	0	
Aga_CPR131	CPR131	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	187	2	weak_CPLCP_feature_support	7.0	10.2	4.8	5.9	6.4	4.3	28.8	5.0	1	0	0	0	0	
Aga_CPR132	CPR132	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	357	1	weak_CPLCP_feature_support	3.1	4.8	2.8	0.8	3.4	2.5	61.2	2.5	1	0	0	0	0	
Aga_CPR133	CPR133	Aga	Anopheles gambiae	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	no_CPLCP_support	331	0	no_CPLCP_feature_support	3.9	1.8	5.1	3.6	0.3	28.7	15.0	1.2	1	0	0	0	0	
Aga_CPR134	CPR134	Aga	Anopheles gambiae	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	365	2	weak_CPLCP_feature_support	6.3	10.1	4.4	3.8	2.2	5.5	32.5	1.2	3	2	0	0	0	
Aga_CPR135	CPR135	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	256	2	weak_CPLCP_feature_support	9.8	6.2	7.4	3.5	1.2	5.1	33.8	1.2	0	0	0	0	0	
Aga_CPR136	CPR136	Aga	Anopheles gambiae	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	143	3	moderate_CPLCP_feature_support	7.0	12.6	6.3	7.7	16.1	7.7	27.5	21.2	4	0	0	4	0	
Aga_CPR137	CPR137	Aga	Anopheles gambiae	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	125	1	weak_CPLCP_feature_support	1.6	8.8	5.6	4.8	0.8	9.6	38.8	0.0	0	0	0	0	0	
Aga_CPR138	CPR138	Aga	Anopheles gambiae	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	403	4	moderate_CPLCP_feature_support	11.7	4.7	3.7	8.2	2.5	9.9	27.5	5.0	3	1	0	1	1	
Aga_CPR139	CPR139	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	466	4	moderate_CPLCP_feature_support	9.4	4.3	5.2	2.6	1.7	9.4	28.8	0.0	2	3	0	1	1	
Aga_CPR14	CPR14	Aga	Anopheles gambiae	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	124	1	weak_CPLCP_feature_support	7.3	6.5	4.8	3.2	2.4	8.9	32.5	2.5	0	0	0	0	0	
Aga_CPR140	CPR140	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	856	2	weak_CPLCP_feature_support	8.9	13.7	11.9	5.0	0.8	4.1	31.2	3.8	3	1	0	0	0	
Aga_CPR141	CPR141	Aga	Anopheles gambiae	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	392	2	weak_CPLCP_feature_support	7.9	6.4	5.9	9.4	7.9	3.8	27.5	2.5	4	1	0	4	0	
Aga_CPR142	CPR142	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	235	2	weak_CPLCP_feature_support	6.8	8.5	3.8	2.6	17.0	3.8	20.0	23.8	4	0	0	9	0	
Aga_CPR143	CPR143	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	492	4	moderate_CPLCP_feature_support	8.7	8.1	5.7	4.1	2.4	6.1	30.0	2.5	9	3	0	0	0	
Aga_CPR144_iso1	CPR144_iso1	Aga	Anopheles gambiae	CPR	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	588	3	moderate_CPLCP_feature_support	10.2	5.3	5.8	4.1	2.2	12.9	33.8	1.2	2	3	0	0	0	
Aga_CPR144_iso2	CPR144_iso2	Aga	Anopheles gambiae	CPR	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	590	3	moderate_CPLCP_feature_support	10.2	5.3	5.9	4.2	2.2	12.9	33.8	1.2	2	3	0	0	0	
Aga_CPR145	CPR145	Aga	Anopheles gambiae	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	120	3	moderate_CPLCP_feature_support	1.7	11.7	10.8	7.5	10.8	11.7	30.0	15.0	0	0	0	4	0	
Aga_CPR146	CPR146	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	153	3	moderate_CPLCP_feature_support	10.5	7.2	8.5	5.2	2.6	9.8	31.2	1.2	0	0	0	1	0	
Aga_CPR147	CPR147	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	181	1	weak_CPLCP_feature_support	6.6	4.4	9.9	1.7	0.6	12.7	42.5	1.2	0	0	0	0	0	
Aga_CPR148	CPR148	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	132	3	moderate_CPLCP_feature_support	5.3	7.6	10.6	5.3	15.9	6.8	35.0	13.8	1	0	0	5	0	
Aga_CPR149	CPR149	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	124	3	moderate_CPLCP_feature_support	4.0	8.1	10.5	4.8	16.1	7.3	33.8	13.8	1	0	0	4	0	
Aga_CPR15	CPR15	Aga	Anopheles gambiae	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	137	1	weak_CPLCP_feature_support	6.6	8.8	5.8	2.9	1.5	8.8	38.8	2.5	1	0	0	0	0	
Aga_CPR150	CPR150	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	135	2	weak_CPLCP_feature_support	6.7	12.6	8.9	5.9	5.2	4.4	36.2	8.8	1	0	0	0	0	
Aga_CPR151	CPR151	Aga	Anopheles gambiae	CPR	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	153	2	weak_CPLCP_feature_support	7.8	8.5	5.2	5.2	3.9	9.2	40.0	2.5	2	0	0	1	0	
Aga_CPR152	CPR152	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	317	3	moderate_CPLCP_feature_support	5.0	1.9	5.7	2.8	18.3	11.0	32.5	26.2	0	0	0	9	2	
Aga_CPR153	CPR153	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	no_CPLCP_support	334	0	no_CPLCP_feature_support	3.9	1.8	5.1	3.6	0.3	29.0	15.0	1.2	1	0	0	0	0	
Aga_CPR155	CPR155	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	151	1	weak_CPLCP_feature_support	2.0	5.3	4.6	6.6	1.3	7.9	35.0	0.0	1	0	0	0	0	
Aga_CPR156	CPR156	Aga	Anopheles gambiae	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	125	3	moderate_CPLCP_feature_support	2.4	10.4	7.2	6.4	16.8	8.8	31.2	15.0	1	0	0	4	0	
Aga_CPR157	CPR157	Aga	Anopheles gambiae	CPR	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	460	4	moderate_CPLCP_feature_support	13.5	5.9	6.1	2.6	3.3	7.0	38.8	3.8	2	4	0	1	0	
Aga_CPR158	CPR158	Aga	Anopheles gambiae	CPR	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	195	3	moderate_CPLCP_feature_support	10.3	10.3	9.2	3.6	3.6	6.7	7.5	1.2	0	3	0	1	0	
Aga_CPR159	CPR159	Aga	Anopheles gambiae	CPR	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	206	1	weak_CPLCP_feature_support	4.9	7.8	3.4	6.8	1.5	4.4	38.8	1.2	1	0	0	0	0	
Aga_CPR16	CPR16	Aga	Anopheles gambiae	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	136	1	weak_CPLCP_feature_support	7.4	8.1	2.9	1.5	1.5	7.4	40.0	2.5	1	0	0	0	0	
Aga_CPR160	CPR160	Aga	Anopheles gambiae	CPR	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	875	2	weak_CPLCP_feature_support	4.5	5.6	2.6	0.5	1.3	27.0	23.8	0.0	5	0	0	1	1	
