protein_id	protein_name	species_code	species_name	current_family	CPG_score	CPG_evalue	CPH_score	CPH_evalue	delta_CPG_minus_CPH	higher_score_prediction	CPG_feature_score	CPG_feature_class	CPH_feature_score	CPH_feature_class	glycine_percent	alanine_percent	proline_percent	tyrosine_percent	valine_percent	histidine_percent	GGX_count	GGXGG_count	GGYGG_count	GGG_or_more_count	GY_or_YG_count	GH_or_HG_count	AAP_count	AAPA_or_AAPV_count	AP_or_PA_count	PV_or_PY_count	status	review_note
Aga_CPLCP15	CPLCP15	Aga	Anopheles gambiae	CPLCP	0.0	None	26.9	8.1e-07	-26.9	CPH	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	3.8	3.8	11.4	8.6	23.8	5.4	0	0	0	0	3	1	0	0	0	18	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPLCP16	CPLCP16	Aga	Anopheles gambiae	CPLCP	0.0	None	17.2	0.00074	-17.2	CPH	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	3.8	3.2	10.8	8.6	23.8	5.4	0	0	0	0	3	1	0	0	0	18	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPLCP17	CPLCP17	Aga	Anopheles gambiae	CPLCP	0.0	None	16.2	0.0015	-16.2	CPH	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	3.2	4.3	11.4	9.7	20.5	4.3	0	0	0	0	3	1	0	0	0	18	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPLCP18	CPLCP18	Aga	Anopheles gambiae	CPLCP	0.0	None	19.0	0.00021	-19.0	CPH	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	3.8	3.8	10.8	8.6	23.8	5.4	0	0	0	0	3	1	0	0	0	18	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPLCP19	CPLCP19	Aga	Anopheles gambiae	CPLCP	0.0	None	19.0	0.00021	-19.0	CPH	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	3.8	3.8	10.8	8.6	23.8	5.4	0	0	0	0	3	1	0	0	0	18	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPLCP2	CPLCP2	Aga	Anopheles gambiae	CPLCP	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	5	strong_CPH_feature_support	6.1	4.9	9.6	5.5	11.3	5.8	4	0	0	0	9	3	0	0	6	37	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPLCP20	CPLCP20	Aga	Anopheles gambiae	CPLCP	0.0	None	11.3	0.047	-11.3	CPH	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	3.8	2.7	11.9	9.7	22.2	3.8	0	0	0	0	3	1	0	0	0	19	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPLCP21	CPLCP21	Aga	Anopheles gambiae	CPLCP	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	3.2	4.9	10.8	8.6	22.2	5.4	0	0	0	0	3	1	0	0	0	18	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPLCP22	CPLCP22	Aga	Anopheles gambiae	CPLCP	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	3.8	3.2	10.8	8.6	24.3	5.4	0	0	0	0	3	1	0	0	0	18	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPLCP23	CPLCP23	Aga	Anopheles gambiae	CPLCP	0.0	None	19.0	0.00021	-19.0	CPH	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	3.8	3.8	10.8	8.6	23.8	5.4	0	0	0	0	3	1	0	0	0	18	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPLCP24	CPLCP24	Aga	Anopheles gambiae	CPLCP	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	4	moderate_CPH_feature_support	2.7	0.9	11.2	10.3	18.8	5.4	1	0	0	0	2	1	0	0	0	15	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPLCP25	CPLCP25	Aga	Anopheles gambiae	CPLCP	0.0	None	4.4	6.4	-4.4	CPH	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	2.8	5.7	10.8	9.7	22.7	4.5	0	0	0	0	3	0	0	0	0	18	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPLCP26	CPLCP26	Aga	Anopheles gambiae	CPLCP	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	4	moderate_CPH_feature_support	3.3	3.8	12.1	8.2	22.5	4.9	0	0	0	0	2	1	0	0	0	19	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPLCP27	CPLCP27	Aga	Anopheles gambiae	CPLCP	15.7	0.0019	0.0	None	15.7	CPG	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	4.5	4.5	10.8	10.2	24.4	4.5	1	0	0	0	6	0	0	0	0	17	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPLCP28	CPLCP28	Aga	Anopheles gambiae	CPLCP	0.0	None	8.2	0.44	-8.2	CPH	0	no_CPG_feature_support	7	strong_CPH_feature_support	5.5	13.2	19.1	5.1	17.0	5.1	0	0	0	0	2	1	2	2	9	28	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPLCP3	CPLCP3	Aga	Anopheles gambiae	CPLCP	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	4	moderate_CPH_feature_support	1.4	2.0	15.3	9.0	22.0	6.6	1	0	0	0	0	1	0	0	2	42	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPLCP4	CPLCP4	Aga	Anopheles gambiae	CPLCP	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	4	moderate_CPH_feature_support	2.9	6.2	13.9	2.9	15.8	3.8	0	0	0	0	0	0	0	0	1	14	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPLCP5	CPLCP5	Aga	Anopheles gambiae	CPLCP	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	5.5	4.4	8.5	4.8	11.4	6.6	0	0	0	0	4	2	0	0	0	12	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPLCP6	CPLCP6	Aga	Anopheles gambiae	CPLCP	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	4	moderate_CPH_feature_support	0.6	1.8	14.5	5.5	26.1	7.9	0	0	0	0	0	0	0	0	0	22	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPLCP7	CPLCP7	Aga	Anopheles gambiae	CPLCP	0.0	None	23.3	9.9e-06	-23.3	CPH	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	3.5	4.9	8.4	5.4	15.2	9.8	1	0	0	0	4	2	0	0	2	20	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPLCP8	CPLCP8	Aga	Anopheles gambiae	CPLCP	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	4	moderate_CPH_feature_support	4.1	4.7	11.4	5.7	22.8	8.8	0	0	0	0	2	3	0	0	1	18	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPLCP9	CPLCP9	Aga	Anopheles gambiae	CPLCP	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	4	moderate_CPH_feature_support	0.6	4.7	11.0	9.0	15.9	8.1	0	0	0	0	2	2	0	0	1	38	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPLCW1	CPLCW1	Aga	Anopheles gambiae	CPLCW	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	9.2	10.5	6.5	13.7	15.0	0.7	1	0	0	0	10	1	0	0	6	6	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPLCW2	CPLCW2	Aga	Anopheles gambiae	CPLCW	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	11.0	9.8	6.1	14.0	14.6	0.6	1	0	0	0	13	1	0	0	6	6	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPLCW4	CPLCW4	Aga	Anopheles gambiae	CPLCW	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	12.9	8.8	5.8	14.0	14.0	0.6	1	0	0	0	15	1	0	0	6	6	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPLCW5	CPLCW5	Aga	Anopheles gambiae	CPLCW	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	5.7	11.3	7.5	13.2	14.2	0.9	0	0	0	0	6	0	0	0	4	4	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPLCW7	CPLCW7	Aga	Anopheles gambiae	CPLCW	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	11.2	8.7	6.2	14.3	13.7	0.6	1	0	0	0	13	1	0	0	5	5	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPLCW8	CPLCW8	Aga	Anopheles gambiae	CPLCW	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	12.0	9.1	5.7	14.3	14.3	0.6	1	0	0	0	15	1	0	0	6	6	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPLCW9	CPLCW9	Aga	Anopheles gambiae	CPLCW	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	10.1	10.1	6.5	13.6	14.8	0.6	1	0	0	0	13	0	0	0	7	7	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPLCX1	CPLCX1	Aga	Anopheles gambiae	NULL	0.0	None	11.0	0.059	-11.0	CPH	0	no_CPG_feature_support	7	strong_CPH_feature_support	2.3	34.8	10.6	10.6	14.4	1.5	0	0	0	0	0	0	6	3	11	8	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPLCX2	CPLCX2	Aga	Anopheles gambiae	NULL	0.0	None	22.8	1.4e-05	-22.8	CPH	0	no_CPG_feature_support	7	strong_CPH_feature_support	0.8	16.9	11.3	0.8	30.6	16.1	0	0	0	0	0	0	2	1	10	11	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPLCX3	CPLCX3	Aga	Anopheles gambiae	NULL	0.0	None	4.8	4.8	-4.8	CPH	1	weak_CPG_feature_support	7	strong_CPH_feature_support	2.9	35.5	11.6	13.8	11.6	5.8	0	0	0	0	3	1	7	6	14	6	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR1	CPR1	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	7	strong_CPH_feature_support	3.4	27.5	8.3	5.9	13.2	2.5	0	0	0	0	1	0	8	7	11	6	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR10	CPR10	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	7.0	5.5	2.5	5.5	8.5	2.5	0	0	0	0	2	1	0	0	2	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR100	CPR100	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	6	strong_CPH_feature_support	3.9	17.7	6.9	3.9	8.7	16.5	0	0	0	0	0	5	6	1	10	4	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR101	CPR101	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	7.2	8.6	4.6	7.9	8.6	9.9	1	0	0	0	2	4	0	0	0	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR102	CPR102	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	8.9	5.6	6.5	4.8	14.5	0.8	0	0	0	0	2	0	0	0	1	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR103	CPR103	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	7.5	4.5	5.2	6.7	9.7	2.2	0	0	0	0	1	0	0	0	1	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR104	CPR104	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	1	weak_CPH_feature_support	11.5	5.3	6.9	5.3	7.6	1.5	2	0	0	0	0	0	0	0	1	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR105	CPR105	Aga	Anopheles gambiae	CPR RR-1	0.0	None	15.7	0.0021	-15.7	CPH	0	no_CPG_feature_support	1	weak_CPH_feature_support	5.7	11.4	3.8	4.8	6.7	1.9	0	0	0	0	0	0	0	0	2	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR106	CPR106	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	4	moderate_CPH_feature_support	7.3	12.7	9.3	4.7	4.7	1.3	2	0	0	0	0	0	1	0	4	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR107	CPR107	Aga	Anopheles gambiae	CPR RR-2	0.0	None	8.2	0.43	-8.2	CPH	0	no_CPG_feature_support	3	moderate_CPH_feature_support	3.3	11.7	7.8	7.2	12.8	9.4	0	0	0	0	0	3	0	0	8	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR108	CPR108	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	5	strong_CPH_feature_support	3.7	18.5	5.9	8.1	15.6	5.2	0	0	0	0	1	1	1	0	4	4	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR109	CPR109	Aga	Anopheles gambiae	CPR RR-2	0.0	None	4.1	8.0	-4.1	CPH	0	no_CPG_feature_support	6	strong_CPH_feature_support	3.5	17.7	7.4	3.9	8.2	16.5	0	0	0	0	0	4	5	2	10	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR11	CPR11	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	2	weak_CPH_feature_support	9.5	13.6	6.8	3.4	5.4	1.4	1	0	0	1	0	0	0	0	2	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR110	CPR110	Aga	Anopheles gambiae	CPR RR-2	0.0	None	4.8	4.7	-4.8	CPH	0	no_CPG_feature_support	6	strong_CPH_feature_support	3.7	21.8	7.4	6.4	18.6	7.4	0	0	0	0	0	0	2	2	11	6	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR111	CPR111	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	6	strong_CPH_feature_support	2.5	32.0	8.6	6.8	4.9	1.8	1	0	0	0	1	0	8	5	17	7	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR112	CPR112	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	4.3	8.5	7.3	5.5	14.0	3.7	0	0	0	0	2	0	1	0	2	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR113	CPR113	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	11.2	9.9	12.7	7.8	2.2	2.2	4	0	0	0	6	0	0	0	12	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR114	CPR114	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	7	strong_CPH_feature_support	6.1	17.7	8.5	6.7	12.2	7.9	0	0	0	0	4	3	4	3	7	5	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR115	CPR115	Aga	Anopheles gambiae	CPR RR-2	0.0	None	5.7	2.5	-5.7	CPH	0	no_CPG_feature_support	6	strong_CPH_feature_support	7.0	24.7	10.2	9.7	10.8	3.2	0	0	0	0	2	0	4	0	13	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR116	CPR116	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	6	strong_CPH_feature_support	7.8	15.6	9.4	4.7	16.4	0.8	0	0	0	0	0	1	0	0	4	4	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR117	CPR117	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	7	strong_CPH_feature_support	6.8	22.2	9.9	8.6	13.6	1.9	0	0	0	0	3	0	3	1	10	5	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR118	CPR118	Aga	Anopheles gambiae	CPR RR-2	0.0	None	3.9	8.8	-3.9	CPH	0	no_CPG_feature_support	6	strong_CPH_feature_support	7.3	24.9	10.4	9.8	10.4	3.6	0	0	0	0	2	0	4	0	14	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR119	CPR119	Aga	Anopheles gambiae	CPR RR-2	0.0	None	3.9	8.8	-3.9	CPH	0	no_CPG_feature_support	6	strong_CPH_feature_support	7.3	24.9	10.4	9.8	10.4	3.6	0	0	0	0	2	0	4	0	14	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR12	CPR12	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	6.8	13.7	7.5	4.8	6.8	5.5	0	0	0	0	0	1	0	0	0	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR120	CPR120	Aga	Anopheles gambiae	CPR RR-2	0.0	None	4.6	5.6	-4.6	CPH	0	no_CPG_feature_support	6	strong_CPH_feature_support	7.0	24.7	10.2	9.1	10.2	3.2	0	0	0	0	2	0	4	0	13	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR121	CPR121	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	6	strong_CPH_feature_support	7.3	24.4	10.4	9.8	10.9	3.6	0	0	0	0	2	0	4	0	14	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR122	CPR122	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	6	strong_CPH_feature_support	7.2	21.7	8.7	8.0	13.8	0.7	0	0	0	0	3	0	3	0	7	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR123	CPR123	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	7	strong_CPH_feature_support	7.1	21.3	9.7	8.4	14.2	1.3	0	0	0	0	3	0	3	1	8	5	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR124	CPR124	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	7	strong_CPH_feature_support	2.0	32.0	10.7	5.7	14.8	0.0	0	0	0	0	0	0	10	6	20	9	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR125	CPR125	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	5	strong_CPH_feature_support	7.5	11.5	14.5	7.9	4.4	2.6	2	0	0	0	2	0	2	2	14	5	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR126	CPR126	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	5	strong_CPH_feature_support	7.0	11.2	15.1	5.6	6.4	3.4	1	0	0	0	5	0	5	2	19	4	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR127	CPR127	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	6.7	7.6	11.6	9.8	3.6	2.7	1	0	0	0	3	0	0	0	6	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR128	CPR128	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	8.0	8.0	5.0	6.0	12.0	0.0	1	0	0	0	0	0	1	0	1	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR129	CPR129	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	5.8	6.2	9.1	5.3	4.9	1.2	1	0	0	0	2	0	0	0	3	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR13	CPR13	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	6.8	13.7	7.5	4.8	6.8	5.5	0	0	0	0	0	1	0	0	0	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR130	CPR130	Aga	Anopheles gambiae	CPR RR-3	0.0	None	28.3	3e-07	-28.3	CPH	1	weak_CPG_feature_support	7	strong_CPH_feature_support	7.9	23.2	8.2	5.6	9.0	10.7	2	0	0	0	4	9	1	1	10	9	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR131	CPR131	Aga	Anopheles gambiae	CPR RR-2	0.0	None	13.3	0.012	-13.3	CPH	0	no_CPG_feature_support	4	moderate_CPH_feature_support	4.3	13.4	7.0	4.8	10.2	6.4	0	0	0	0	1	3	0	0	7	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR132	CPR132	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	2.5	5.0	3.1	2.8	4.8	3.4	0	0	0	0	1	1	0	0	5	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR133	CPR133	Aga	Anopheles gambiae	CPR RR-1	3.8	8.2	0.0	None	3.8	CPG	6	strong_CPG_feature_support	1	weak_CPH_feature_support	28.7	15.7	3.9	5.1	1.8	0.3	23	8	0	1	3	0	0	0	2	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR134	CPR134	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	5.5	9.3	6.3	4.4	10.1	2.2	2	0	0	0	2	1	0	0	2	5	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR135	CPR135	Aga	Anopheles gambiae	CPR RR-2	0.0	None	10.9	0.063	-10.9	CPH	0	no_CPG_feature_support	2	weak_CPH_feature_support	5.1	9.0	9.8	7.4	6.2	1.2	1	0	0	0	0	0	0	0	2	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR136	CPR136	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	4	moderate_CPH_feature_support	7.7	9.1	7.0	6.3	12.6	16.1	0	0	0	0	2	4	0	0	4	4	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR137	CPR137	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	9.6	5.6	1.6	5.6	8.8	0.8	0	0	0	0	2	1	0	0	1	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR138	CPR138	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit	2	weak_CPG_feature_support	4	moderate_CPH_feature_support	9.9	5.2	11.7	3.7	4.7	2.5	3	0	0	2	4	2	0	0	4	4	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR139	CPR139	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	9.4	7.5	9.4	5.2	4.3	1.7	4	0	0	0	8	1	1	0	10	5	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR14	CPR14	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	8.9	15.3	7.3	4.8	6.5	2.4	1	0	0	0	0	0	1	1	1	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR140	CPR140	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	7	strong_CPH_feature_support	4.1	23.6	8.9	11.9	13.7	0.8	1	0	0	0	10	2	9	9	62	4	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR141	CPR141	Aga	Anopheles gambiae	CPR RR-1	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	3.8	6.9	7.9	5.9	6.4	7.9	0	0	0	0	1	2	0	0	4	5	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR142	CPR142	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	6	strong_CPH_feature_support	3.8	18.7	6.8	3.8	8.5	17.0	0	0	0	0	0	5	6	1	10	4	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR143	CPR143	Aga	Anopheles gambiae	CPR RR-2	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	7	strong_CPH_feature_support	6.1	14.0	8.7	5.7	8.1	2.4	2	0	0	1	2	0	1	1	13	12	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR144_iso1	CPR144_iso1	Aga	Anopheles gambiae	CPR	0.0	None	0.0	None	0.0	no_hit	2	weak_CPG_feature_support	4	moderate_CPH_feature_support	12.9	6.5	10.2	5.8	5.3	2.2	7	0	0	0	9	1	0	0	8	5	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Aga_CPR144_iso2	CPR144_iso2	Aga	Anopheles gambiae	CPR	0.0	None	0.0	None	0.0	no_hit	2	weak_CPG_feature_support	4	moderate_CPH_feature_support	12.9	6.4	10.2	5.9	5.3	2.2	7	0	0	0	9	1	0	0	8	5	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
