protein_id	length	glycine_percent	histidine_percent	alanine_percent	proline_percent	tyrosine_percent	valine_percent	lysine_percent	GGX_count	GGXGG_count	GGYGG_count	GGG_or_more_count	GY_or_YG_count	GH_or_HG_count	AAP_count	AAPA_or_AAPV_count	AP_or_PA_count	PV_or_PY_count	H_cluster_3_in_20_count	CPG_feature_score	CPG_feature_class	CPH_feature_score	CPH_feature_class	weird_characters
Aga_CPR13	146	6.8	5.5	13.7	7.5	4.8	6.8	2.7	0	0	0	0	0	1	0	0	0	0	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR130	354	7.9	10.7	23.2	8.2	5.6	9.0	4.2	2	0	0	0	4	9	1	1	10	9	5	1	weak_CPG_feature_support	7	strong_CPH_feature_support	
Aga_CPR131	187	4.3	6.4	13.4	7.0	4.8	10.2	5.9	0	0	0	0	1	3	0	0	7	1	0	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Aga_CPR132	357	2.5	3.4	5.0	3.1	2.8	4.8	0.8	0	0	0	0	1	1	0	0	5	1	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR133	331	28.7	0.3	15.7	3.9	5.1	1.8	3.6	23	8	0	1	3	0	0	0	2	1	0	6	strong_CPG_feature_support	1	weak_CPH_feature_support	
Aga_CPR134	365	5.5	2.2	9.3	6.3	4.4	10.1	3.8	2	0	0	0	2	1	0	0	2	5	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Aga_CPR135	256	5.1	1.2	9.0	9.8	7.4	6.2	3.5	1	0	0	0	0	0	0	0	2	0	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR136	143	7.7	16.1	9.1	7.0	6.3	12.6	7.7	0	0	0	0	2	4	0	0	4	4	4	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Aga_CPR137	125	9.6	0.8	5.6	1.6	5.6	8.8	4.8	0	0	0	0	2	1	0	0	1	0	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR138	403	9.9	2.5	5.2	11.7	3.7	4.7	8.2	3	0	0	2	4	2	0	0	4	4	1	2	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Aga_CPR139	466	9.4	1.7	7.5	9.4	5.2	4.3	2.6	4	0	0	0	8	1	1	0	10	5	1	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Aga_CPR14	124	8.9	2.4	15.3	7.3	4.8	6.5	3.2	1	0	0	0	0	0	1	1	1	0	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Aga_CPR140	856	4.1	0.8	23.6	8.9	11.9	13.7	5.0	1	0	0	0	10	2	9	9	62	4	0	1	weak_CPG_feature_support	7	strong_CPH_feature_support	
Aga_CPR141	392	3.8	7.9	6.9	7.9	5.9	6.4	9.4	0	0	0	0	1	2	0	0	4	5	4	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Aga_CPR142	235	3.8	17.0	18.7	6.8	3.8	8.5	2.6	0	0	0	0	0	5	6	1	10	4	9	0	no_CPG_feature_support	6	strong_CPH_feature_support	
Aga_CPR143	492	6.1	2.4	14.0	8.7	5.7	8.1	4.1	2	0	0	1	2	0	1	1	13	12	0	1	weak_CPG_feature_support	7	strong_CPH_feature_support	
Aga_CPR144_iso1	588	12.9	2.2	6.5	10.2	5.8	5.3	4.1	7	0	0	0	9	1	0	0	8	5	0	2	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Aga_CPR144_iso2	590	12.9	2.2	6.4	10.2	5.9	5.3	4.2	7	0	0	0	9	1	0	0	8	5	0	2	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Aga_CPR145	120	11.7	10.8	8.3	1.7	10.8	11.7	7.5	2	1	1	0	4	4	0	0	0	0	4	2	weak_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR146	153	9.8	2.6	5.9	10.5	8.5	7.2	5.2	2	0	0	0	4	0	0	0	1	0	1	1	weak_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR147	181	12.7	0.6	6.6	6.6	9.9	4.4	1.7	1	0	0	0	6	1	0	0	3	0	0	1	weak_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR148	132	6.8	15.9	7.6	5.3	10.6	7.6	5.3	0	0	0	0	2	4	0	0	2	1	5	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Aga_CPR149	124	7.3	16.1	6.5	4.0	10.5	8.1	4.8	0	0	0	0	2	4	0	0	1	1	4	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR15	137	8.8	1.5	14.6	6.6	5.8	8.8	2.9	1	0	0	0	0	0	0	0	1	1	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Aga_CPR150	135	4.4	5.2	11.1	6.7	8.9	12.6	5.9	0	0	0	0	0	3	0	0	6	1	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Aga_CPR151	153	9.2	3.9	7.2	7.8	5.2	8.5	5.2	1	0	0	0	1	0	0	0	1	2	1	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR152	317	11.0	18.3	2.8	5.0	5.7	1.9	2.8	4	1	0	0	7	18	0	0	3	0	9	2	weak_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR153	334	29.0	0.3	15.9	3.9	5.1	1.8	3.6	24	9	0	1	3	0	0	0	2	1	0	6	strong_CPG_feature_support	1	weak_CPH_feature_support	
Aga_CPR155	151	7.9	1.3	4.0	2.0	4.6	5.3	6.6	0	0	0	0	3	0	0	0	0	1	0	1	weak_CPG_feature_support	1	weak_CPH_feature_support	
Aga_CPR156	125	8.8	16.8	4.8	2.4	7.2	10.4	6.4	0	0	0	0	1	4	0	0	2	1	4	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR157	460	7.0	3.3	5.4	13.5	6.1	5.9	2.6	1	0	0	0	5	0	0	0	7	6	1	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Aga_CPR158	195	6.7	3.6	23.6	10.3	9.2	10.3	3.6	0	0	0	0	2	0	4	0	13	3	1	0	no_CPG_feature_support	6	strong_CPH_feature_support	
Aga_CPR159	206	4.4	1.5	14.1	4.9	3.4	7.8	6.8	0	0	0	0	1	1	1	0	2	1	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR16	136	7.4	1.5	13.2	7.4	2.9	8.1	1.5	1	0	0	0	1	0	0	0	1	1	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Aga_CPR160	875	27.0	1.3	9.6	4.5	2.6	5.6	0.5	42	5	0	8	10	4	1	0	10	5	1	6	strong_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR161_iso1	237	5.1	0.8	10.1	7.6	3.0	5.1	8.0	0	0	0	0	1	1	0	0	1	1	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Aga_CPR161_iso2	302	7.3	2.0	8.3	7.0	4.3	4.6	7.6	0	0	0	0	3	3	0	0	1	1	1	1	weak_CPG_feature_support	1	weak_CPH_feature_support	
Aga_CPR162	600	6.7	1.7	10.7	13.2	4.0	5.8	2.2	4	0	0	1	4	1	7	3	21	10	1	2	weak_CPG_feature_support	5	strong_CPH_feature_support	
Aga_CPR163	383	4.2	3.1	9.4	13.3	2.6	3.1	3.4	1	0	0	0	2	0	3	0	16	2	1	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Aga_CPR164	698	3.2	2.6	5.6	6.6	4.0	4.6	8.6	1	0	0	0	5	1	0	0	2	5	1	1	weak_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR17	177	25.4	4.0	4.0	1.7	9.6	6.8	9.0	13	3	1	6	6	2	0	0	0	1	0	6	strong_CPG_feature_support	0	no_CPH_feature_support	
Aga_CPR18	173	24.9	4.0	4.6	1.7	9.2	5.8	9.2	13	3	1	5	5	2	0	0	0	1	0	5	strong_CPG_feature_support	0	no_CPH_feature_support	
Aga_CPR19	168	23.8	4.2	4.8	1.8	9.5	7.1	9.5	12	3	1	4	5	2	0	0	0	1	0	5	strong_CPG_feature_support	0	no_CPH_feature_support	
Aga_CPR2	246	2.8	1.2	24.8	8.9	8.5	11.0	5.3	0	0	0	0	1	0	10	7	17	5	0	0	no_CPG_feature_support	7	strong_CPH_feature_support	
Aga_CPR20	141	22.7	4.3	4.3	2.1	9.2	9.9	9.2	9	2	0	3	3	1	0	0	0	1	0	5	strong_CPG_feature_support	1	weak_CPH_feature_support	
Aga_CPR21	105	8.6	1.9	11.4	2.9	4.8	9.5	5.7	0	0	0	0	1	1	1	0	1	0	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR22	106	7.5	1.9	9.4	2.8	4.7	11.3	6.6	0	0	0	0	0	0	0	0	0	0	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR23	104	6.7	1.0	14.4	4.8	6.7	11.5	2.9	0	0	0	0	1	0	1	1	2	0	0	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Aga_CPR24	109	9.2	1.8	10.1	4.6	5.5	5.5	3.7	0	0	0	0	2	0	1	0	2	0	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Aga_CPR25	104	8.7	1.0	15.4	3.8	7.7	8.7	3.8	0	0	0	0	1	0	0	0	0	1	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Aga_CPR26	106	9.4	0.9	11.3	4.7	5.7	4.7	1.9	0	0	0	0	1	0	1	0	1	0	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Aga_CPR27	123	10.6	0.8	4.1	4.9	5.7	13.0	0.8	0	0	0	0	2	0	0	0	1	0	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR28	120	10.8	0.0	6.7	5.8	10.8	8.3	4.2	0	0	0	0	3	0	1	1	2	1	0	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Aga_CPR29	117	8.5	0.9	6.8	5.1	6.8	11.1	3.4	0	0	0	0	2	0	1	1	2	1	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Aga_CPR3	245	2.9	1.6	24.9	9.0	8.6	11.0	5.3	0	0	0	0	1	0	10	7	17	5	0	0	no_CPG_feature_support	7	strong_CPH_feature_support	
Aga_CPR30	101	6.9	1.0	7.9	3.0	6.9	11.9	6.9	0	0	0	0	1	0	0	0	1	1	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR31	100	6.0	0.0	9.0	2.0	7.0	9.0	7.0	0	0	0	0	1	0	0	0	0	0	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR32	156	7.1	7.1	12.8	8.3	7.7	8.3	4.5	0	0	0	0	1	3	0	0	3	2	1	0	no_CPG_feature_support	5	strong_CPH_feature_support	
Aga_CPR33	147	8.8	10.2	12.2	9.5	6.8	7.5	5.4	1	0	0	0	1	4	0	0	3	2	2	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Aga_CPR34	137	15.3	13.1	8.0	2.2	10.9	7.3	5.8	3	0	0	0	8	5	0	0	0	0	4	2	weak_CPG_feature_support	0	no_CPH_feature_support	
Aga_CPR35	122	9.0	13.9	11.5	2.5	7.4	8.2	7.4	0	0	0	0	3	5	0	0	1	0	4	1	weak_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR36	129	11.6	17.1	10.1	2.3	7.8	7.8	5.4	0	0	0	0	3	7	0	0	0	0	6	1	weak_CPG_feature_support	1	weak_CPH_feature_support	
Aga_CPR37	129	10.9	14.7	7.8	2.3	7.0	9.3	6.2	0	0	0	0	3	6	0	0	1	0	6	1	weak_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR38	125	8.8	14.4	7.2	2.4	8.0	9.6	6.4	0	0	0	0	1	4	0	0	0	0	6	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR39	128	10.9	15.6	10.9	2.3	7.8	7.8	5.5	1	0	0	0	3	5	0	0	0	0	6	1	weak_CPG_feature_support	1	weak_CPH_feature_support	
Aga_CPR4	246	2.8	1.2	24.8	8.9	8.5	11.0	5.3	0	0	0	0	1	0	10	7	17	5	0	0	no_CPG_feature_support	7	strong_CPH_feature_support	
Aga_CPR40	129	10.9	15.5	10.1	2.3	7.8	7.8	6.2	0	0	0	0	2	7	0	0	1	0	6	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Aga_CPR41	129	10.9	15.5	10.9	2.3	7.8	7.8	6.2	0	0	0	0	2	7	0	0	1	0	6	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Aga_CPR42	123	10.6	14.6	10.6	2.4	8.1	8.1	6.5	0	0	0	0	2	5	0	0	0	0	4	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR43	129	10.9	15.5	10.1	2.3	7.8	7.8	6.2	0	0	0	0	2	7	0	0	1	0	6	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Aga_CPR44	129	10.9	15.5	10.1	2.3	7.8	7.8	6.2	0	0	0	0	2	7	0	0	1	0	6	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Aga_CPR45	129	10.9	15.5	10.1	2.3	7.8	7.8	6.2	0	0	0	0	2	7	0	0	1	0	6	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Aga_CPR46	129	10.9	15.5	10.1	2.3	7.8	7.8	6.2	0	0	0	0	2	7	0	0	1	0	6	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Aga_CPR47	118	11.0	11.0	8.5	3.4	10.2	11.0	9.3	2	0	0	0	4	3	0	0	0	0	2	1	weak_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR48	129	11.6	13.2	7.0	2.3	8.5	9.3	7.8	1	0	0	0	4	5	0	0	0	0	3	1	weak_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR49	143	7.7	16.1	9.8	6.3	6.3	12.6	7.7	0	0	0	0	2	4	0	0	4	4	4	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Aga_CPR5	246	2.8	1.6	24.8	8.9	8.5	10.2	5.3	0	0	0	0	1	0	10	7	17	5	0	0	no_CPG_feature_support	7	strong_CPH_feature_support	
Aga_CPR50	139	7.9	15.8	8.6	6.5	6.5	12.2	7.9	0	0	0	0	2	4	0	0	3	3	4	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Aga_CPR51	143	7.7	16.1	9.8	7.0	6.3	12.6	7.7	0	0	0	0	2	4	0	0	4	4	4	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Aga_CPR52	129	11.6	13.2	7.0	2.3	8.5	9.3	8.5	1	0	0	0	4	5	0	0	0	0	3	1	weak_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR53	143	7.7	16.1	9.1	6.3	6.3	12.6	7.7	0	0	0	0	2	4	0	0	3	3	4	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Aga_CPR54	143	7.7	16.1	9.8	6.3	6.3	12.6	7.7	0	0	0	0	2	4	0	0	3	3	4	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Aga_CPR55	152	7.2	4.6	7.2	3.3	5.9	6.6	11.8	0	0	0	0	1	1	0	0	0	0	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Aga_CPR56	168	7.1	3.6	4.2	3.0	5.4	7.1	14.9	0	0	0	0	1	1	0	0	0	0	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Aga_CPR57	141	6.4	5.7	7.8	7.1	3.5	7.1	2.8	0	0	0	0	1	1	0	0	2	0	1	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Aga_CPR58	169	7.1	8.9	13.0	6.5	9.5	15.4	4.7	0	0	0	0	5	2	1	1	6	2	2	1	weak_CPG_feature_support	5	strong_CPH_feature_support	
Aga_CPR59	212	5.2	7.1	25.5	7.1	9.0	15.6	3.8	0	0	0	0	1	2	10	9	12	0	1	0	no_CPG_feature_support	5	strong_CPH_feature_support	
Aga_CPR6	213	3.3	1.4	25.8	8.5	8.5	12.2	5.2	0	0	0	0	1	0	9	8	12	6	0	0	no_CPG_feature_support	7	strong_CPH_feature_support	
Aga_CPR60	140	12.1	10.7	9.3	3.6	8.6	10.7	5.0	2	0	0	0	4	4	0	0	2	1	3	1	weak_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR61	150	8.0	1.3	13.3	9.3	4.0	6.7	2.0	1	0	0	1	1	0	1	0	3	1	0	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Aga_CPR62	150	8.0	2.0	14.7	8.0	6.0	6.7	2.0	1	0	0	0	1	0	1	0	1	2	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Aga_CPR63	182	14.3	6.6	6.0	2.2	12.1	8.8	5.5	3	0	0	1	9	3	0	0	0	0	1	2	weak_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR64	193	6.2	16.6	10.9	5.2	7.8	5.7	6.2	0	0	0	0	4	3	1	1	4	0	5	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Aga_CPR65	120	11.7	10.8	10.0	1.7	10.8	10.0	7.5	2	1	1	0	4	4	0	0	0	0	4	2	weak_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR66	122	10.7	15.6	9.8	2.5	7.4	8.2	7.4	0	0	0	0	4	6	0	0	1	0	4	1	weak_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR67	244	8.6	10.7	9.8	4.9	10.7	7.8	6.6	2	0	0	0	7	2	0	0	4	3	4	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Aga_CPR68	138	10.1	6.5	5.8	7.2	5.1	9.4	3.6	3	0	0	0	1	1	0	0	1	1	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR69	247	7.7	1.6	7.7	2.8	2.4	6.1	10.5	1	0	0	0	1	1	1	0	3	0	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR7	131	11.5	0.8	6.9	2.3	7.6	9.2	3.8	1	0	0	0	2	1	0	0	1	2	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR70	139	5.0	7.9	15.8	8.6	6.5	16.5	5.8	0	0	0	0	2	1	1	1	7	6	1	0	no_CPG_feature_support	7	strong_CPH_feature_support	
Aga_CPR71	201	10.0	12.9	9.5	3.0	6.5	5.5	6.5	3	0	0	0	6	4	0	0	1	1	4	1	weak_CPG_feature_support	1	weak_CPH_feature_support	
Aga_CPR72	138	14.5	13.0	8.7	2.2	10.1	7.2	5.8	2	0	0	0	6	6	0	0	0	0	4	1	weak_CPG_feature_support	1	weak_CPH_feature_support	
Aga_CPR73	166	6.6	4.8	7.8	6.6	9.0	4.8	4.8	0	0	0	0	1	0	0	0	2	1	1	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Aga_CPR74	122	6.6	0.8	12.3	5.7	4.1	10.7	3.3	0	0	0	0	0	0	1	1	3	2	0	0	no_CPG_feature_support	5	strong_CPH_feature_support	
Aga_CPR75	134	6.0	0.7	12.7	9.7	4.5	3.7	2.2	0	0	0	0	0	0	0	0	3	0	0	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Aga_CPR76	268	11.6	1.9	10.8	9.7	8.2	7.1	4.5	2	1	0	0	1	0	0	0	7	4	0	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Aga_CPR77	126	7.1	0.8	11.9	6.3	4.8	7.9	3.2	0	0	0	0	0	0	0	0	0	0	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Aga_CPR78	137	8.8	0.7	9.5	11.7	5.1	5.8	1.5	1	0	0	0	0	0	0	0	4	0	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Aga_CPR79	386	29.0	0.3	13.5	14.8	4.4	2.3	1.8	31	6	0	8	8	0	2	1	20	0	0	6	strong_CPG_feature_support	4	moderate_CPH_feature_support	
Aga_CPR8	137	13.1	0.7	9.5	5.8	6.6	11.7	4.4	2	0	0	0	2	0	0	0	4	1	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Aga_CPR80	249	6.0	6.4	10.0	7.6	6.0	4.4	2.0	0	0	0	0	2	3	0	0	1	1	3	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Aga_CPR81	131	10.7	0.8	9.9	10.7	9.9	8.4	1.5	1	0	0	0	2	0	0	0	1	0	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Aga_CPR82	247	2.8	6.1	15.0	9.3	8.9	15.4	6.9	0	0	0	0	1	3	2	2	14	7	2	0	no_CPG_feature_support	7	strong_CPH_feature_support	
Aga_CPR83	159	4.4	6.3	13.2	6.3	5.0	17.6	6.9	0	0	0	0	0	3	0	0	4	4	0	0	no_CPG_feature_support	5	strong_CPH_feature_support	
Aga_CPR84	135	3.7	5.2	18.5	5.9	8.1	15.6	5.9	0	0	0	0	1	1	1	0	4	4	0	0	no_CPG_feature_support	5	strong_CPH_feature_support	
Aga_CPR85	180	5.0	6.7	6.1	5.0	5.6	12.8	7.2	0	0	0	0	2	2	0	0	0	4	2	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Aga_CPR86	132	6.8	16.7	6.1	5.3	10.6	8.3	4.5	0	0	0	0	2	4	0	0	1	1	4	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR87	132	7.6	15.9	6.8	4.5	9.8	8.3	4.5	0	0	0	0	2	5	0	0	1	1	4	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR88	124	7.3	15.3	7.3	4.8	9.7	7.3	4.8	0	0	0	0	2	3	0	0	2	1	4	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Aga_CPR89	132	6.8	16.7	7.6	5.3	10.6	7.6	4.5	0	0	0	0	2	4	0	0	2	1	4	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Aga_CPR9	199	4.5	5.5	12.6	6.5	4.5	10.1	5.5	0	0	0	0	0	2	0	0	1	2	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Aga_CPR90	132	6.8	15.9	7.6	5.3	10.6	7.6	4.5	0	0	0	0	2	4	0	0	2	1	4	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Aga_CPR91	124	7.3	15.3	6.5	4.0	10.5	8.1	4.8	0	0	0	0	2	4	0	0	1	1	3	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPR92	225	4.0	16.9	17.3	6.7	4.0	8.9	2.7	0	0	0	0	0	5	5	2	9	4	8	0	no_CPG_feature_support	6	strong_CPH_feature_support	
Aga_CPR93	231	3.5	16.9	17.7	6.9	3.9	8.7	2.6	0	0	0	0	0	4	7	2	10	4	9	0	no_CPG_feature_support	6	strong_CPH_feature_support	
Aga_CPR94	231	3.9	16.9	18.2	6.9	3.9	8.7	2.6	0	0	0	0	0	5	6	2	10	4	9	0	no_CPG_feature_support	6	strong_CPH_feature_support	
Aga_CPR95	235	3.8	17.0	18.3	7.2	3.8	8.5	2.6	0	0	0	0	0	5	6	2	11	4	8	0	no_CPG_feature_support	6	strong_CPH_feature_support	
Aga_CPR96	227	4.0	16.7	17.6	7.0	3.5	8.8	2.6	0	0	0	0	0	5	6	2	10	4	8	0	no_CPG_feature_support	6	strong_CPH_feature_support	
Aga_CPR97	239	3.8	16.3	18.0	7.1	4.2	8.4	2.5	0	0	0	0	0	5	6	1	11	4	9	0	no_CPG_feature_support	6	strong_CPH_feature_support	
Aga_CPR98	193	3.6	4.1	14.0	8.3	7.3	11.4	5.7	0	0	0	0	0	3	1	0	9	2	0	0	no_CPG_feature_support	5	strong_CPH_feature_support	
Aga_CPR99	231	3.9	16.9	18.6	6.9	3.9	8.7	2.6	0	0	0	0	0	5	7	2	10	4	9	0	no_CPG_feature_support	6	strong_CPH_feature_support	
Aga_CPTC1	126	6.3	1.6	9.5	3.2	6.3	7.1	7.9	0	0	0	0	0	1	0	0	0	1	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Aga_CPTC2	118	6.8	0.8	7.6	5.9	5.1	7.6	5.1	0	0	0	0	1	0	0	0	3	0	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPTC3	127	7.9	1.6	8.7	3.9	4.7	9.4	7.1	3	0	0	0	2	0	0	0	1	0	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Aga_CPTC4	127	6.3	0.8	7.9	2.4	3.9	8.7	7.1	1	0	0	0	0	0	0	0	1	0	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Aga_P000989-PA	234	7.7	1.7	6.4	8.1	4.3	7.3	5.1	0	0	0	0	0	0	0	0	2	1	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Aga_TWDL1	300	27.0	3.0	7.3	7.7	4.3	5.0	4.3	29	8	0	10	4	6	1	0	6	1	1	6	strong_CPG_feature_support	1	weak_CPH_feature_support	
Aga_TWDL10	490	6.7	9.8	9.2	5.5	4.9	8.8	5.3	6	0	0	0	4	5	0	0	10	4	9	2	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Aga_TWDL11	177	6.2	2.8	6.8	17.5	6.8	9.6	9.0	2	0	0	0	2	0	0	0	6	4	0	0	no_CPG_feature_support	5	strong_CPH_feature_support	
Aga_TWDL12	201	4.5	2.0	8.0	22.9	7.0	7.5	9.5	0	0	0	0	7	0	0	0	12	2	0	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Aga_TWDL2	386	12.2	0.8	26.4	2.3	5.4	7.8	3.1	2	1	0	0	2	0	1	0	5	0	0	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Aga_TWDL3	357	13.4	0.6	22.1	1.7	4.2	6.2	3.6	5	0	0	0	2	0	1	1	3	1	0	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Aga_TWDL4	362	14.4	0.6	23.2	1.9	4.7	5.2	3.9	6	0	0	0	2	0	0	0	3	1	0	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Aga_TWDL5	387	15.2	0.5	22.7	1.8	4.9	4.4	3.4	6	0	0	0	3	0	0	0	4	1	0	3	moderate_CPG_feature_support	2	weak_CPH_feature_support	
Aga_TWDL6	365	16.7	0.8	21.4	2.2	4.9	6.0	3.3	7	0	0	0	5	0	1	1	4	1	0	3	moderate_CPG_feature_support	3	moderate_CPH_feature_support	
Aga_TWDL7	262	14.1	0.8	22.5	2.7	4.2	6.1	3.4	5	0	0	0	2	0	1	1	5	1	0	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Aga_TWDL8	213	8.0	3.3	5.2	21.6	6.1	9.4	4.7	2	0	0	1	6	1	0	0	6	4	1	2	weak_CPG_feature_support	5	strong_CPH_feature_support	
Aga_TWDL9	308	9.1	5.8	14.0	7.1	3.2	9.1	3.6	6	1	0	0	4	5	0	0	8	3	2	3	moderate_CPG_feature_support	5	strong_CPH_feature_support	
Ago_SgAbd2-like	201	8.0	0.5	13.9	10.4	9.0	14.9	7.0	0	0	0	0	7	0	0	0	7	7	0	1	weak_CPG_feature_support	6	strong_CPH_feature_support	
Aip_Y-y	536	6.3	1.9	5.4	6.7	4.7	7.3	3.2	1	0	0	0	2	3	0	0	2	10	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Ame_CPR14	144	9.0	2.1	9.7	9.7	2.1	7.6	1.4	2	0	0	0	0	0	1	0	3	1	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Ame_Lac2	573	7.5	3.8	5.4	8.6	3.0	7.3	2.1	0	0	0	0	4	3	0	0	6	3	3	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Ame_Twdl1	331	35.0	1.8	6.3	10.3	2.7	3.0	3.6	33	16	0	28	3	2	0	0	9	1	0	6	strong_CPG_feature_support	2	weak_CPH_feature_support	
