protein_id	length	proline_percent	valine_percent	tyrosine_percent	lysine_percent	histidine_percent	glycine_percent	acidic_polar_percent_full	acidic_polar_percent_Nterm80	histidine_percent_Cterm80	PV_count	PY_count	GLWD_or_GLWE_count	H_cluster_3_in_20_count	GYH_rich_short_count	CPLCP_feature_score	CPLCP_feature_class	weird_characters
Aga_CPR159	206	4.9	7.8	3.4	6.8	1.5	4.4	41.3	38.8	1.2	1	0	0	0	0	1	weak_CPLCP_feature_support	
Aga_CPR16	136	7.4	8.1	2.9	1.5	1.5	7.4	37.5	40.0	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Aga_CPR160	875	4.5	5.6	2.6	0.5	1.3	27.0	32.2	23.8	0.0	5	0	0	1	1	2	weak_CPLCP_feature_support	
Aga_CPR161_iso1	237	7.6	5.1	3.0	8.0	0.8	5.1	35.9	30.0	0.0	1	0	0	0	0	1	weak_CPLCP_feature_support	
Aga_CPR161_iso2	302	7.0	4.6	4.3	7.6	2.0	7.3	34.4	30.0	5.0	1	0	0	1	0	3	moderate_CPLCP_feature_support	
Aga_CPR162	600	13.2	5.8	4.0	2.2	1.7	6.7	37.7	33.8	2.5	9	1	0	1	0	4	moderate_CPLCP_feature_support	
Aga_CPR163	383	13.3	3.1	2.6	3.4	3.1	4.2	36.8	17.5	0.0	2	0	0	1	0	2	weak_CPLCP_feature_support	
Aga_CPR164	698	6.6	4.6	4.0	8.6	2.6	3.2	41.1	31.2	5.0	5	0	0	1	0	4	moderate_CPLCP_feature_support	
Aga_CPR17	177	1.7	6.8	9.6	9.0	4.0	25.4	23.7	15.0	2.5	0	1	0	0	1	0	no_CPLCP_feature_support	
Aga_CPR18	173	1.7	5.8	9.2	9.2	4.0	24.9	24.3	15.0	2.5	0	1	0	0	1	0	no_CPLCP_feature_support	
Aga_CPR19	168	1.8	7.1	9.5	9.5	4.2	23.8	23.8	16.2	2.5	0	1	0	0	1	0	no_CPLCP_feature_support	
Aga_CPR2	246	8.9	11.0	8.5	5.3	1.2	2.8	25.2	18.8	2.5	5	0	0	0	0	2	weak_CPLCP_feature_support	
Aga_CPR20	141	2.1	9.9	9.2	9.2	4.3	22.7	23.4	16.2	3.8	0	1	0	0	0	0	no_CPLCP_feature_support	
Aga_CPR21	105	2.9	9.5	4.8	5.7	1.9	8.6	35.2	35.0	2.5	0	0	0	0	0	1	weak_CPLCP_feature_support	
Aga_CPR22	106	2.8	11.3	4.7	6.6	1.9	7.5	36.8	37.5	2.5	0	0	0	0	0	1	weak_CPLCP_feature_support	
Aga_CPR23	104	4.8	11.5	6.7	2.9	1.0	6.7	33.7	33.8	1.2	0	0	0	0	0	1	weak_CPLCP_feature_support	
Aga_CPR24	109	4.6	5.5	5.5	3.7	1.8	9.2	37.6	37.5	2.5	0	0	0	0	0	1	weak_CPLCP_feature_support	
Aga_CPR25	104	3.8	8.7	7.7	3.8	1.0	8.7	34.6	32.5	1.2	1	0	0	0	0	1	weak_CPLCP_feature_support	
Aga_CPR26	106	4.7	4.7	5.7	1.9	0.9	9.4	35.8	37.5	1.2	0	0	0	0	0	1	weak_CPLCP_feature_support	
Aga_CPR27	123	4.9	13.0	5.7	0.8	0.8	10.6	35.0	31.2	1.2	0	0	0	0	0	1	weak_CPLCP_feature_support	
Aga_CPR28	120	5.8	8.3	10.8	4.2	0.0	10.8	31.7	32.5	0.0	1	0	0	0	0	1	weak_CPLCP_feature_support	
Aga_CPR29	117	5.1	11.1	6.8	3.4	0.9	8.5	35.9	35.0	0.0	1	0	0	0	0	1	weak_CPLCP_feature_support	
Aga_CPR3	245	9.0	11.0	8.6	5.3	1.6	2.9	24.5	17.5	2.5	5	0	0	0	0	2	weak_CPLCP_feature_support	
Aga_CPR30	101	3.0	11.9	6.9	6.9	1.0	6.9	37.6	40.0	0.0	1	0	0	0	0	1	weak_CPLCP_feature_support	
Aga_CPR31	100	2.0	9.0	7.0	7.0	0.0	6.0	38.0	40.0	0.0	0	0	0	0	0	1	weak_CPLCP_feature_support	
Aga_CPR32	156	8.3	8.3	7.7	4.5	7.1	7.1	34.0	32.5	7.5	2	0	0	1	0	4	moderate_CPLCP_feature_support	
Aga_CPR33	147	9.5	7.5	6.8	5.4	10.2	8.8	27.9	27.5	12.5	2	0	0	2	0	4	moderate_CPLCP_feature_support	
Aga_CPR34	137	2.2	7.3	10.9	5.8	13.1	15.3	24.8	25.0	15.0	0	0	0	4	1	3	moderate_CPLCP_feature_support	
Aga_CPR35	122	2.5	8.2	7.4	7.4	13.9	9.0	27.9	32.5	16.2	0	0	0	4	0	3	moderate_CPLCP_feature_support	
Aga_CPR36	129	2.3	7.8	7.8	5.4	17.1	11.6	26.4	31.2	21.2	0	0	0	6	1	3	moderate_CPLCP_feature_support	
Aga_CPR37	129	2.3	9.3	7.0	6.2	14.7	10.9	29.5	33.8	17.5	0	0	0	6	0	3	moderate_CPLCP_feature_support	
Aga_CPR38	125	2.4	9.6	8.0	6.4	14.4	8.8	30.4	33.8	16.2	0	0	0	6	0	3	moderate_CPLCP_feature_support	
Aga_CPR39	128	2.3	7.8	7.8	5.5	15.6	10.9	27.3	31.2	18.8	0	0	0	6	1	3	moderate_CPLCP_feature_support	
Aga_CPR4	246	8.9	11.0	8.5	5.3	1.2	2.8	25.2	18.8	2.5	5	0	0	0	0	2	weak_CPLCP_feature_support	
Aga_CPR40	129	2.3	7.8	7.8	6.2	15.5	10.9	27.9	32.5	18.8	0	0	0	6	1	3	moderate_CPLCP_feature_support	
Aga_CPR41	129	2.3	7.8	7.8	6.2	15.5	10.9	27.1	31.2	18.8	0	0	0	6	1	3	moderate_CPLCP_feature_support	
Aga_CPR42	123	2.4	8.1	8.1	6.5	14.6	10.6	26.8	31.2	17.5	0	0	0	4	1	3	moderate_CPLCP_feature_support	
Aga_CPR43	129	2.3	7.8	7.8	6.2	15.5	10.9	27.9	32.5	18.8	0	0	0	6	1	3	moderate_CPLCP_feature_support	
Aga_CPR44	129	2.3	7.8	7.8	6.2	15.5	10.9	27.9	32.5	18.8	0	0	0	6	1	3	moderate_CPLCP_feature_support	
Aga_CPR45	129	2.3	7.8	7.8	6.2	15.5	10.9	27.9	32.5	18.8	0	0	0	6	1	3	moderate_CPLCP_feature_support	
Aga_CPR46	129	2.3	7.8	7.8	6.2	15.5	10.9	27.9	32.5	18.8	0	0	0	6	1	3	moderate_CPLCP_feature_support	
Aga_CPR47	118	3.4	11.0	10.2	9.3	11.0	11.0	23.7	23.8	11.2	0	0	0	2	1	2	weak_CPLCP_feature_support	
Aga_CPR48	129	2.3	9.3	8.5	7.8	13.2	11.6	29.5	27.5	13.8	0	0	0	3	0	3	moderate_CPLCP_feature_support	
Aga_CPR49	143	6.3	12.6	6.3	7.7	16.1	7.7	23.1	28.8	21.2	4	0	0	4	0	3	moderate_CPLCP_feature_support	
Aga_CPR5	246	8.9	10.2	8.5	5.3	1.6	2.8	25.6	20.0	2.5	5	0	0	0	0	2	weak_CPLCP_feature_support	
Aga_CPR50	139	6.5	12.2	6.5	7.9	15.8	7.9	23.7	27.5	20.0	3	0	0	4	0	3	moderate_CPLCP_feature_support	
Aga_CPR51	143	7.0	12.6	6.3	7.7	16.1	7.7	22.4	27.5	21.2	4	0	0	4	0	3	moderate_CPLCP_feature_support	
Aga_CPR52	129	2.3	9.3	8.5	8.5	13.2	11.6	28.7	27.5	13.8	0	0	0	3	0	3	moderate_CPLCP_feature_support	
Aga_CPR53	143	6.3	12.6	6.3	7.7	16.1	7.7	23.8	27.5	21.2	3	0	0	4	0	3	moderate_CPLCP_feature_support	
Aga_CPR54	143	6.3	12.6	6.3	7.7	16.1	7.7	23.1	27.5	21.2	3	0	0	4	0	3	moderate_CPLCP_feature_support	
Aga_CPR55	152	3.3	6.6	5.9	11.8	4.6	7.2	30.9	30.0	3.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
Aga_CPR56	168	3.0	7.1	5.4	14.9	3.6	7.1	34.5	32.5	5.0	0	0	0	0	0	2	weak_CPLCP_feature_support	
Aga_CPR57	141	7.1	7.1	3.5	2.8	5.7	6.4	32.6	31.2	6.2	0	0	0	1	0	3	moderate_CPLCP_feature_support	
Aga_CPR58	169	6.5	15.4	9.5	4.7	8.9	7.1	23.1	28.8	15.0	2	0	0	2	1	3	moderate_CPLCP_feature_support	
Aga_CPR59	212	7.1	15.6	9.0	3.8	7.1	5.2	20.3	30.0	11.2	0	0	0	1	0	3	moderate_CPLCP_feature_support	
Aga_CPR6	213	8.5	12.2	8.5	5.2	1.4	3.3	24.4	17.5	1.2	6	0	0	0	0	2	weak_CPLCP_feature_support	
Aga_CPR60	140	3.6	10.7	8.6	5.0	10.7	12.1	27.9	21.2	10.0	1	0	0	3	0	2	weak_CPLCP_feature_support	
Aga_CPR61	150	9.3	6.7	4.0	2.0	1.3	8.0	32.7	33.8	2.5	1	0	0	0	0	2	weak_CPLCP_feature_support	
Aga_CPR62	150	8.0	6.7	6.0	2.0	2.0	8.0	31.3	33.8	2.5	2	0	0	0	0	2	weak_CPLCP_feature_support	
Aga_CPR63	182	2.2	8.8	12.1	5.5	6.6	14.3	33.0	35.0	8.8	0	0	0	1	0	3	moderate_CPLCP_feature_support	
Aga_CPR64	193	5.2	5.7	7.8	6.2	16.6	6.2	30.6	28.8	23.8	0	0	0	5	2	3	moderate_CPLCP_feature_support	
Aga_CPR65	120	1.7	10.0	10.8	7.5	10.8	11.7	25.8	28.8	15.0	0	0	0	4	0	3	moderate_CPLCP_feature_support	
Aga_CPR66	122	2.5	8.2	7.4	7.4	15.6	10.7	25.4	28.8	16.2	0	0	0	4	0	3	moderate_CPLCP_feature_support	
Aga_CPR67	244	4.9	7.8	10.7	6.6	10.7	8.6	29.5	25.0	6.2	3	0	0	4	0	3	moderate_CPLCP_feature_support	
Aga_CPR68	138	7.2	9.4	5.1	3.6	6.5	10.1	29.7	26.2	6.2	1	0	0	0	0	2	weak_CPLCP_feature_support	
Aga_CPR69	247	2.8	6.1	2.4	10.5	1.6	7.7	40.1	42.5	2.5	0	0	0	0	0	1	weak_CPLCP_feature_support	
Aga_CPR7	131	2.3	9.2	7.6	3.8	0.8	11.5	37.4	38.8	1.2	1	1	0	0	0	1	weak_CPLCP_feature_support	
Aga_CPR70	139	8.6	16.5	6.5	5.8	7.9	5.0	21.6	18.8	7.5	6	0	0	1	0	4	moderate_CPLCP_feature_support	
Aga_CPR71	201	3.0	5.5	6.5	6.5	12.9	10.0	33.3	23.8	13.8	1	0	0	4	1	2	weak_CPLCP_feature_support	
Aga_CPR72	138	2.2	7.2	10.1	5.8	13.0	14.5	25.4	25.0	15.0	0	0	0	4	2	3	moderate_CPLCP_feature_support	
Aga_CPR73	166	6.6	4.8	9.0	4.8	4.8	6.6	38.0	35.0	0.0	1	0	0	1	0	2	weak_CPLCP_feature_support	
Aga_CPR74	122	5.7	10.7	4.1	3.3	0.8	6.6	39.3	40.0	1.2	2	0	0	0	0	1	weak_CPLCP_feature_support	
Aga_CPR75	134	9.7	3.7	4.5	2.2	0.7	6.0	38.1	42.5	1.2	0	0	0	0	0	2	weak_CPLCP_feature_support	
Aga_CPR76	268	9.7	7.1	8.2	4.5	1.9	11.6	27.6	30.0	1.2	1	3	0	0	0	3	moderate_CPLCP_feature_support	
Aga_CPR77	126	6.3	7.9	4.8	3.2	0.8	7.1	38.1	41.2	1.2	0	0	0	0	0	1	weak_CPLCP_feature_support	
Aga_CPR78	137	11.7	5.8	5.1	1.5	0.7	8.8	32.8	35.0	1.2	0	0	0	0	0	2	weak_CPLCP_feature_support	
Aga_CPR79	386	14.8	2.3	4.4	1.8	0.3	29.0	23.3	15.0	0.0	0	0	0	0	0	1	weak_CPLCP_feature_support	
Aga_CPR8	137	5.8	11.7	6.6	4.4	0.7	13.1	32.8	33.8	1.2	1	0	0	0	0	1	weak_CPLCP_feature_support	
Aga_CPR80	249	7.6	4.4	6.0	2.0	6.4	6.0	40.6	48.8	5.0	1	0	0	3	0	3	moderate_CPLCP_feature_support	
Aga_CPR81	131	10.7	8.4	9.9	1.5	0.8	10.7	29.0	27.5	1.2	0	0	0	0	0	2	weak_CPLCP_feature_support	
Aga_CPR82	247	9.3	15.4	8.9	6.9	6.1	2.8	25.5	27.5	6.2	7	0	0	2	0	5	strong_CPLCP_feature_support	
Aga_CPR83	159	6.3	17.6	5.0	6.9	6.3	4.4	23.3	31.2	7.5	4	0	0	0	0	2	weak_CPLCP_feature_support	
Aga_CPR84	135	5.9	15.6	8.1	5.9	5.2	3.7	21.5	27.5	3.8	4	0	0	0	0	1	weak_CPLCP_feature_support	
Aga_CPR85	180	5.0	12.8	5.6	7.2	6.7	5.0	32.8	28.8	8.8	4	0	0	2	0	3	moderate_CPLCP_feature_support	
Aga_CPR86	132	5.3	8.3	10.6	4.5	16.7	6.8	31.8	33.8	13.8	1	0	0	4	0	3	moderate_CPLCP_feature_support	
Aga_CPR87	132	4.5	8.3	9.8	4.5	15.9	7.6	32.6	35.0	13.8	1	0	0	4	0	3	moderate_CPLCP_feature_support	
Aga_CPR88	124	4.8	7.3	9.7	4.8	15.3	7.3	30.6	33.8	13.8	1	0	0	4	0	3	moderate_CPLCP_feature_support	
Aga_CPR89	132	5.3	7.6	10.6	4.5	16.7	6.8	31.1	33.8	13.8	1	0	0	4	0	3	moderate_CPLCP_feature_support	
Aga_CPR9	199	6.5	10.1	4.5	5.5	5.5	4.5	31.2	30.0	6.2	1	1	0	0	0	2	weak_CPLCP_feature_support	
Aga_CPR90	132	5.3	7.6	10.6	4.5	15.9	6.8	31.8	35.0	13.8	1	0	0	4	0	3	moderate_CPLCP_feature_support	
Aga_CPR91	124	4.0	8.1	10.5	4.8	15.3	7.3	32.3	33.8	12.5	1	0	0	3	0	3	moderate_CPLCP_feature_support	
Aga_CPR92	225	6.7	8.9	4.0	2.7	16.9	4.0	24.9	20.0	20.0	4	0	0	8	0	2	weak_CPLCP_feature_support	
Aga_CPR93	231	6.9	8.7	3.9	2.6	16.9	3.5	24.2	22.5	23.8	4	0	0	9	0	2	weak_CPLCP_feature_support	
Aga_CPR94	231	6.9	8.7	3.9	2.6	16.9	3.9	23.8	20.0	23.8	4	0	0	9	0	2	weak_CPLCP_feature_support	
Aga_CPR95	235	7.2	8.5	3.8	2.6	17.0	3.8	23.4	20.0	23.8	4	0	0	8	0	2	weak_CPLCP_feature_support	
Aga_CPR96	227	7.0	8.8	3.5	2.6	16.7	4.0	24.2	21.2	23.8	4	0	0	8	0	2	weak_CPLCP_feature_support	
Aga_CPR97	239	7.1	8.4	4.2	2.5	16.3	3.8	24.7	22.5	23.8	4	0	0	9	0	2	weak_CPLCP_feature_support	
Aga_CPR98	193	8.3	11.4	7.3	5.7	4.1	3.6	30.1	22.5	8.8	2	0	0	0	0	2	weak_CPLCP_feature_support	
Aga_CPR99	231	6.9	8.7	3.9	2.6	16.9	3.9	23.4	20.0	23.8	4	0	0	9	0	2	weak_CPLCP_feature_support	
Aga_CPTC1	126	3.2	7.1	6.3	7.9	1.6	6.3	30.2	31.2	1.2	0	1	0	0	0	1	weak_CPLCP_feature_support	
Aga_CPTC2	118	5.9	7.6	5.1	5.1	0.8	6.8	32.2	32.5	1.2	0	0	0	0	0	1	weak_CPLCP_feature_support	
Aga_CPTC3	127	3.9	9.4	4.7	7.1	1.6	7.9	29.1	31.2	1.2	0	0	0	0	0	1	weak_CPLCP_feature_support	
Aga_CPTC4	127	2.4	8.7	3.9	7.1	0.8	6.3	34.6	33.8	0.0	0	0	0	0	0	1	weak_CPLCP_feature_support	
Aga_P000989-PA	234	8.1	7.3	4.3	5.1	1.7	7.7	33.3	30.0	2.5	1	0	0	0	0	2	weak_CPLCP_feature_support	
Aga_TWDL1	300	7.7	5.0	4.3	4.3	3.0	27.0	26.3	25.0	6.2	0	1	0	1	3	3	moderate_CPLCP_feature_support	
Aga_TWDL10	490	5.5	8.8	4.9	5.3	9.8	6.7	39.4	33.8	1.2	4	0	0	9	0	2	weak_CPLCP_feature_support	
Aga_TWDL11	177	17.5	9.6	6.8	9.0	2.8	6.2	27.7	28.8	1.2	2	2	0	0	0	3	moderate_CPLCP_feature_support	
Aga_TWDL12	201	22.9	7.5	7.0	9.5	2.0	4.5	21.4	18.8	2.5	2	0	0	0	0	1	weak_CPLCP_feature_support	
Aga_TWDL2	386	2.3	7.8	5.4	3.1	0.8	12.2	31.3	27.5	0.0	0	0	0	0	0	1	weak_CPLCP_feature_support	
Aga_TWDL3	357	1.7	6.2	4.2	3.6	0.6	13.4	35.3	31.2	0.0	1	0	0	0	0	1	weak_CPLCP_feature_support	
Aga_TWDL4	362	1.9	5.2	4.7	3.9	0.6	14.4	33.7	28.8	0.0	1	0	0	0	0	1	weak_CPLCP_feature_support	
Aga_TWDL5	387	1.8	4.4	4.9	3.4	0.5	15.2	34.1	26.2	0.0	1	0	0	0	0	1	weak_CPLCP_feature_support	
Aga_TWDL6	365	2.2	6.0	4.9	3.3	0.8	16.7	31.5	27.5	0.0	1	0	0	0	0	1	weak_CPLCP_feature_support	
Aga_TWDL7	262	2.7	6.1	4.2	3.4	0.8	14.1	31.7	26.2	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Aga_TWDL8	213	21.6	9.4	6.1	4.7	3.3	8.0	29.6	27.5	1.2	3	1	0	1	0	3	moderate_CPLCP_feature_support	
Aga_TWDL9	308	7.1	9.1	3.2	3.6	5.8	9.1	34.1	23.8	7.5	3	0	0	2	2	2	weak_CPLCP_feature_support	
Ago_SgAbd2-like	201	10.4	14.9	9.0	7.0	0.5	8.0	25.9	15.0	1.2	6	1	0	0	0	2	weak_CPLCP_feature_support	
Aip_Y-y	536	6.7	7.3	4.7	3.2	1.9	6.3	35.8	28.8	3.8	4	6	0	0	0	2	weak_CPLCP_feature_support	
Ame_CPR14	144	9.7	7.6	2.1	1.4	2.1	9.0	42.4	46.2	2.5	1	0	0	0	0	2	weak_CPLCP_feature_support	
Ame_Lac2	573	8.6	7.3	3.0	2.1	3.8	7.5	31.2	32.5	8.8	2	1	0	3	0	4	moderate_CPLCP_feature_support	
Ame_Twdl1	331	10.3	3.0	2.7	3.6	1.8	35.0	18.1	25.0	1.2	1	0	0	0	3	2	weak_CPLCP_feature_support	
Ame_Twdl2	185	24.3	7.0	7.6	7.0	2.2	4.9	28.1	26.2	0.0	0	1	0	1	0	3	moderate_CPLCP_feature_support	
Api_CP62	216	14.8	12.5	6.5	2.3	0.0	4.6	17.6	11.2	0.0	3	4	0	0	0	2	weak_CPLCP_feature_support	
Api_CP7	158	12.0	4.4	15.2	5.7	0.6	3.2	24.7	25.0	0.0	0	1	0	0	0	2	weak_CPLCP_feature_support	
Api_Stylin-01	135	11.1	7.4	5.9	3.0	0.7	7.4	33.3	33.8	1.2	1	1	0	0	0	2	weak_CPLCP_feature_support	
Asi_CPF1	219	7.3	11.0	8.7	4.1	5.9	1.8	26.9	20.0	10.0	4	0	0	2	0	2	weak_CPLCP_feature_support	
Asi_Lac2	754	8.8	7.2	3.4	2.0	3.8	6.9	31.0	36.2	6.2	4	1	0	3	0	4	moderate_CPLCP_feature_support	
Bdo_CPAP3-A1	237	8.4	6.8	3.4	8.9	2.5	6.3	34.6	32.5	3.8	0	0	0	0	0	2	weak_CPLCP_feature_support	
Bdo_CPAP3-B	298	9.4	5.7	4.0	8.1	2.3	6.4	33.2	28.8	2.5	0	1	0	0	0	2	weak_CPLCP_feature_support	
Bdo_CPAP3-D2	265	7.2	5.7	3.8	3.8	2.6	10.6	32.8	27.5	1.2	0	0	0	0	0	1	weak_CPLCP_feature_support	
Bdo_CPAP3-E	248	8.1	3.6	4.4	5.2	0.8	7.7	33.9	32.5	0.0	0	0	0	0	0	2	weak_CPLCP_feature_support	
Bdo_CPAP3-E2	241	6.6	5.0	4.6	7.5	2.1	7.1	29.0	30.0	3.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
Bdo_CPCFC	162	17.3	3.1	2.5	1.9	3.7	9.3	24.1	25.0	3.8	0	1	0	0	0	2	weak_CPLCP_feature_support	
Bge_CPLCP1	332	22.3	17.8	6.0	4.2	1.2	4.5	22.9	40.0	1.2	32	10	0	0	0	4	moderate_CPLCP_feature_support	
Bge_Y-y	286	6.3	5.2	3.8	5.6	1.7	7.3	34.3	31.2	1.2	1	2	0	0	0	2	weak_CPLCP_feature_support	
Bmo_ASSCP1	408	6.1	9.8	3.2	5.4	8.6	4.2	42.4	22.5	11.2	4	0	0	7	0	2	weak_CPLCP_feature_support	
Bmo_ASSCP2	316	11.4	11.4	9.2	1.3	0.0	3.2	17.4	27.5	0.0	10	3	0	0	0	4	moderate_CPLCP_feature_support	
Bmo_CPAP1-A	183	8.2	6.0	7.1	4.9	4.9	7.1	29.5	25.0	5.0	0	2	0	1	0	5	strong_CPLCP_feature_support	
Bmo_CPAP1-B	211	8.1	8.5	5.2	3.3	1.4	8.1	29.9	31.2	2.5	2	1	0	0	0	2	weak_CPLCP_feature_support	
Bmo_CPAP1-B2	714	8.8	7.6	5.0	6.9	2.8	3.6	38.8	37.5	1.2	11	4	0	2	0	5	strong_CPLCP_feature_support	
Bmo_CPAP1-C	513	9.9	4.7	4.3	7.0	1.2	5.5	38.6	25.0	2.5	0	0	0	0	0	2	weak_CPLCP_feature_support	
Bmo_CPAP1-D	110	5.5	6.4	7.3	1.8	7.3	5.5	27.3	23.8	7.5	0	1	0	1	0	2	weak_CPLCP_feature_support	
Bmo_CPAP1-F	136	6.6	7.4	8.8	5.1	0.7	9.6	28.7	25.0	1.2	0	1	0	0	0	1	weak_CPLCP_feature_support	
Bmo_CPAP1-G	316	9.2	6.6	5.7	3.5	2.2	2.5	40.8	37.5	1.2	2	1	0	0	0	2	weak_CPLCP_feature_support	
Bmo_CPAP1-H	1004	11.6	3.3	6.4	6.1	1.2	3.2	38.5	40.0	2.5	4	8	0	1	0	4	moderate_CPLCP_feature_support	
Bmo_CPAP1-I	712	11.1	4.5	5.3	4.6	1.0	5.1	41.7	21.2	3.8	8	6	0	0	0	3	moderate_CPLCP_feature_support	
Bmo_CPAP1-J	1271	6.6	4.6	3.1	5.4	1.5	3.1	45.6	26.2	1.2	4	5	0	0	0	2	weak_CPLCP_feature_support	
Bmo_CPAP1-K	697	8.5	6.7	2.7	6.5	2.0	5.6	36.4	26.2	1.2	8	0	0	1	0	4	moderate_CPLCP_feature_support	
Bmo_CPAP1-L	536	14.2	2.2	7.6	0.4	0.2	17.2	40.1	37.5	0.0	1	0	0	0	0	2	weak_CPLCP_feature_support	
Bmo_CPAP1-M	707	10.2	4.8	3.5	4.5	2.1	3.0	43.3	28.8	2.5	3	2	0	0	0	3	moderate_CPLCP_feature_support	
Bmo_CPAP1-N	267	5.2	5.2	3.0	4.5	0.7	4.1	41.2	40.0	1.2	1	0	0	0	0	1	weak_CPLCP_feature_support	
Bmo_CPAP1-O	797	6.4	4.0	3.9	3.9	1.0	4.4	47.9	33.8	1.2	0	2	0	0	0	2	weak_CPLCP_feature_support	
Bmo_CPAP3-A1	237	8.0	7.2	2.5	6.8	1.7	7.2	34.6	32.5	2.5	0	0	0	0	0	2	weak_CPLCP_feature_support	
Bmo_CPAP3-A2	239	10.9	5.4	4.6	8.8	2.1	8.4	33.5	32.5	2.5	0	1	0	0	0	2	weak_CPLCP_feature_support	
Bmo_CPAP3-B	290	9.7	4.8	3.4	8.3	1.0	6.2	32.4	30.0	0.0	0	0	0	0	0	2	weak_CPLCP_feature_support	
Bmo_CPAP3-C	262	7.6	5.0	4.6	5.3	2.3	8.8	31.7	30.0	0.0	0	0	0	0	0	1	weak_CPLCP_feature_support	
Bmo_CPAP3-D1	226	10.2	6.2	4.0	3.1	4.0	7.1	29.6	27.5	2.5	1	0	0	0	0	2	weak_CPLCP_feature_support	
Bmo_CPAP3-D2	249	8.0	4.4	4.4	3.6	2.4	7.6	35.3	30.0	1.2	0	0	0	0	0	2	weak_CPLCP_feature_support	
Bmo_CPAP3-E	280	7.9	6.1	6.4	2.5	0.7	6.4	33.6	38.8	1.2	2	0	0	0	0	1	weak_CPLCP_feature_support	
Bmo_CPAP3-E2	237	8.4	5.5	5.9	2.5	2.1	6.3	31.6	28.8	1.2	1	0	0	0	0	2	weak_CPLCP_feature_support	
Bmo_CPAP3-E4	712	16.9	5.2	4.4	2.7	1.8	3.9	38.6	32.5	2.5	8	5	0	0	0	4	moderate_CPLCP_feature_support	
Bmo_CPF	145	8.3	10.3	7.6	2.8	2.8	9.7	24.8	28.8	2.5	1	3	0	0	0	3	moderate_CPLCP_feature_support	
Bmo_CPFL1	258	5.4	7.8	3.5	1.6	11.2	12.8	14.7	8.8	13.8	4	0	0	6	0	2	weak_CPLCP_feature_support	
Bmo_CPFL2	252	7.9	5.2	8.3	4.0	5.2	3.6	38.5	35.0	3.8	3	1	0	1	0	2	weak_CPLCP_feature_support	
Bmo_CPFL3	237	9.7	7.6	13.1	3.0	3.0	3.0	19.0	13.8	6.2	7	1	0	0	0	3	moderate_CPLCP_feature_support	
Bmo_CPFL4	305	8.5	10.5	9.5	3.3	3.3	5.6	23.3	18.8	2.5	5	0	0	1	0	3	moderate_CPLCP_feature_support	
Bmo_CPG1	165	3.0	13.3	10.9	3.0	1.2	33.3	17.0	11.2	2.5	0	0	0	0	5	0	no_CPLCP_feature_support	
Bmo_CPG10	224	4.0	4.9	7.1	3.1	3.1	34.8	19.6	27.5	2.5	1	0	0	0	2	1	weak_CPLCP_feature_support	
Bmo_CPG11	359	18.4	21.7	5.3	10.6	10.6	2.8	17.3	25.0	28.8	45	12	0	5	0	6	strong_CPLCP_feature_support	
Bmo_CPG12	354	20.1	22.6	7.6	10.7	7.9	5.9	12.7	18.8	13.8	40	20	0	3	2	5	strong_CPLCP_feature_support	
Bmo_CPG13	368	17.9	22.6	9.2	8.4	6.2	6.0	15.8	23.8	12.5	36	20	0	1	0	5	strong_CPLCP_feature_support	
Bmo_CPG14	199	7.5	7.5	9.0	2.0	7.5	16.1	29.6	28.8	6.2	4	0	0	1	2	3	moderate_CPLCP_feature_support	
Bmo_CPG15	179	0.0	2.2	1.7	3.4	1.7	54.2	15.6	15.0	1.2	0	0	0	0	8	0	no_CPLCP_feature_support	
Bmo_CPG16	215	0.9	2.8	0.5	3.3	8.4	24.7	30.2	27.5	8.8	0	0	0	3	0	3	moderate_CPLCP_feature_support	
Bmo_CPG17	94	1.1	5.3	5.3	1.1	20.2	27.7	26.6	26.2	23.8	0	0	0	4	1	3	moderate_CPLCP_feature_support	
Bmo_CPG18	107	1.9	1.9	12.1	0.9	1.9	43.9	22.4	22.5	1.2	0	1	0	0	2	0	no_CPLCP_feature_support	
Bmo_CPG19	120	4.2	2.5	11.7	2.5	4.2	34.2	15.8	21.2	6.2	0	0	0	1	3	2	weak_CPLCP_feature_support	
Bmo_CPG2	95	5.3	18.9	5.3	3.2	1.1	12.6	24.2	25.0	1.2	0	0	0	0	0	1	weak_CPLCP_feature_support	
Bmo_CPG20	159	6.3	6.9	7.5	1.3	1.3	19.5	32.7	31.2	2.5	0	1	0	0	0	1	weak_CPLCP_feature_support	
Bmo_CPG21	268	8.2	6.3	9.3	8.2	1.5	16.4	26.9	25.0	0.0	0	2	0	0	0	3	moderate_CPLCP_feature_support	
Bmo_CPG22	107	3.7	5.6	17.8	1.9	3.7	23.4	17.8	21.2	3.8	2	0	0	0	2	0	no_CPLCP_feature_support	
Bmo_CPG23	213	1.4	4.2	13.6	1.4	5.2	31.0	19.7	16.2	5.0	0	0	0	0	2	1	weak_CPLCP_feature_support	
Bmo_CPG24	390	13.3	19.0	10.0	14.1	6.4	7.2	21.5	28.8	10.0	16	23	0	3	2	6	strong_CPLCP_feature_support	
